ArrayID	Name	BitVector
CDK2AP2	CDK2AP2: 	202210
CDK5	CDK5: 	202200
CDK5RAP1	CDK5RAP1: 	202200
CDK5RAP3	CDK5RAP3: 	202210
CDK6	CDK6: 	212100
CDK9	CDK9: 	201210
CDKAL1	CDKAL1: 	212100
CDKL3	CDKL3: 	202200
CDKN1A	CDKN1A: 	202200
CDKN1B	CDKN1B: 	202201
CDKN2A	CDKN2A: 	202200
CDKN2AIP	CDKN2AIP: 	202100
CDKN2AIPNL	CDKN2AIPNL: 	212200
CDKN2B	CDKN2B: 	202200
CDKN2B-AS1	CDKN2B-AS1: 	202200
CDKN2D	CDKN2D: 	202200
CDNF	CDNF: 	202200
CDPF1	CDPF1: 	212200
CDR2	CDR2: 	212200
CDR2L	CDR2L: 	020022
CDRT4	CDRT4: 	202200
CDS2	CDS2: 	202200
CDSN	CDSN: 	020022
CDT1	CDT1: 	020022
CDYL	CDYL: 	202101
CEACAM7	CEACAM7: 	020022
CEBPA	CEBPA: 	020022
CEBPA-DT	CEBPA-DT: 	020022
CEBPB	CEBPB: 	020022
CEBPD	CEBPD: 	020022
CEBPZ	CEBPZ: 	202200
CEBPZOS	CEBPZOS: 	202200
CECR7	CECR7: 	202200
CEL	CEL: 	202200
CELF1	CELF1: 	212200
CELSR2	CELSR2: 	020022
CEMIP	CEMIP: 	020022
CEMIP2	CEMIP2: 	202200
CENPBD1	CENPBD1: 	211200
CENPBD1P1	CENPBD1P1: 	202200
CENPC	CENPC: 	202200
CENPF	CENPF: 	020021
CENPK	CENPK: 	020021
CENPM	CENPM: 	020022
CENPQ	CENPQ: 	202200
CENPW	CENPW: 	020021
CEP104	CEP104: 	202200
CEP120	CEP120: 	202200
CEP135	CEP135: 	202100
CEP152	CEP152: 	202100
CEP250	CEP250: 	202200
CEP290	CEP290: 	212200
CEP41	CEP41: 	202200
CEP44	CEP44: 	202200
CEP63	CEP63: 	212200
CEP68	CEP68: 	202200
CEP76	CEP76: 	212100
CEP89	CEP89: 	202200
CEP97	CEP97: 	212100
CEPT1	CEPT1: 	202200
CERK	CERK: 	021012
CERNA1	CERNA1: 	202200
CERNA2	CERNA2: 	020022
CERS2	CERS2: 	202200
CERS3	CERS3: 	020022
CERS4	CERS4: 	020022
CERS5	CERS5: 	212200
CERS6	CERS6: 	202200
CERT1	CERT1: 	212101
CES3	CES3: 	202200
CETN2	CETN2: 	201210
CFAP20	CFAP20: 	202200
CFAP298	CFAP298: 	201200
CFAP43	CFAP43: 	202200
CFAP53	CFAP53: 	202200
CFAP58	CFAP58: 	202200
CFAP58-DT	CFAP58-DT: 	020022
CFAP69	CFAP69: 	202200
CFAP70	CFAP70: 	202200
CFAP99	CFAP99: 	212200
CFDP1	CFDP1: 	212200
CFL1	CFL1: 	202200
CFL2	CFL2: 	212100
CGB3	CGB3: 	202200
CGB5	CGB5: 	202200
CGN	CGN: 	202200
CGNL1	CGNL1: 	111012
CHAC1	CHAC1: 	020022
CHADL	CHADL: 	202200
CHAF1A	CHAF1A: 	102210
CHCHD10	CHCHD10: 	020022
CHCHD3	CHCHD3: 	211200
CHCHD4	CHCHD4: 	202200
CHCHD7	CHCHD7: 	202200
CHD1	CHD1: 	212100
CHD1L	CHD1L: 	020121
CHD3	CHD3: 	212200
CHD6	CHD6: 	202200
CHDH	CHDH: 	021021
CHERP	CHERP: 	202110
CHID1	CHID1: 	202200
CHM	CHM: 	212100
CHML	CHML: 	202200
CHMP1A	CHMP1A: 	101211
CHMP1B	CHMP1B: 	202201
CHMP7	CHMP7: 	211200
CHP2	CHP2: 	020022
CHPF	CHPF: 	202200
CHPF2	CHPF2: 	102210
CHRNA3	CHRNA3: 	020022
CHRNA9	CHRNA9: 	020022
CHST12	CHST12: 	020022
CHST2	CHST2: 	020022
CHST6	CHST6: 	202200
CHTF8	CHTF8: 	211200
CHUK	CHUK: 	202200
CHURC1-FNTB	CHURC1-FNTB: 	201200
CIAO1	CIAO1: 	202200
CIAO2A	CIAO2A: 	211200
CIAO3	CIAO3: 	101211
CIB1	CIB1: 	202200
CIB2	CIB2: 	020022
CIC	CIC: 	102210
CIDEA	CIDEA: 	020022
CILK1	CILK1: 	212200
CILP2	CILP2: 	202200
CIR1	CIR1: 	202200
CIRBP	CIRBP: 	202200
CISD2	CISD2: 	202200
CISH	CISH: 	020022
CIT	CIT: 	020022
CKAP2	CKAP2: 	020021
CKAP2L	CKAP2L: 	020022
CKB	CKB: 	020022
CKMT1A	CKMT1A: 	020022
CKMT1B	CKMT1B: 	020022
CKS2	CKS2: 	202200
CLCA2	CLCA2: 	020022
CLCA4	CLCA4: 	020022
CLCC1	CLCC1: 	202200
CLCF1	CLCF1: 	202200
CLCN2	CLCN2: 	202200
CLCN5	CLCN5: 	021012
CLCN7	CLCN7: 	202200
CLDN12	CLDN12: 	202200
CLDN15	CLDN15: 	202200
CLDN16	CLDN16: 	202200
CLDN17	CLDN17: 	020022
CLDN23	CLDN23: 	202200
CLDN3	CLDN3: 	202200
CLDN4	CLDN4: 	202200
CLDN7	CLDN7: 	202200
CLDN9	CLDN9: 	202200
CLDND1	CLDND1: 	202101
CLEC18A	CLEC18A: 	202200
CLIC3	CLIC3: 	020022
CLIC4	CLIC4: 	202200
CLIC5	CLIC5: 	202210
CLMN	CLMN: 	202200
CLMP	CLMP: 	020022
CLN5	CLN5: 	202200
CLOCK	CLOCK: 	202200
CLP1	CLP1: 	202200
CLPTM1	CLPTM1: 	102211
CLPTM1L	CLPTM1L: 	202200
CLSPN	CLSPN: 	010022
CLSTN1	CLSTN1: 	202200
CLTRN	CLTRN: 	202200
CLYBL	CLYBL: 	020012
CMAS	CMAS: 	020022
CMTM4	CMTM4: 	112100
CMTM6	CMTM6: 	202200
CMTM7	CMTM7: 	202200
CMTM8	CMTM8: 	020022
CMTR1	CMTR1: 	211210
CNBD2	CNBD2: 	102200
CNFN	CNFN: 	020022
CNGA1	CNGA1: 	202200
CNKSR1	CNKSR1: 	202210
CNKSR3	CNKSR3: 	020022
CNNM2	CNNM2: 	212100
CNNM3	CNNM3: 	212200
CNOT2	CNOT2: 	212200
CNOT6	CNOT6: 	212100
CNOT7	CNOT7: 	212100
CNOT8	CNOT8: 	202200
CNP	CNP: 	202200
CNPPD1	CNPPD1: 	112200
CNPY2	CNPY2: 	202200
CNPY3	CNPY3: 	212200
CNTN1	CNTN1: 	020022
CNTNAP1	CNTNAP1: 	202200
CNTNAP3	CNTNAP3: 	202200
COA1	COA1: 	112200
COA5	COA5: 	202200
COBL	COBL: 	202200
COBLL1	COBLL1: 	021012
COG1	COG1: 	202200
COG6	COG6: 	202200
COG7	COG7: 	202200
COL11A2	COL11A2: 	202200
COL12A1	COL12A1: 	020022
COL16A1	COL16A1: 	020022
COL17A1	COL17A1: 	010022
COL18A1	COL18A1: 	020022
COL27A1	COL27A1: 	020022
COL28A1	COL28A1: 	202200
COL5A2	COL5A2: 	020022
COL8A2	COL8A2: 	020022
COLGALT1	COLGALT1: 	202200
COMMD2	COMMD2: 	202200
COMMD3	COMMD3: 	211200
COMMD3-BMI1	COMMD3-BMI1: 	202200
COMMD5	COMMD5: 	111210
COMP	COMP: 	202200
COMT	COMT: 	202200
COPG1	COPG1: 	202200
COPS5	COPS5: 	211200
COPS7A	COPS7A: 	201200
COPS7B	COPS7B: 	202200
COPS8	COPS8: 	202200
COQ10A	COQ10A: 	202200
COQ10B	COQ10B: 	212201
COQ6	COQ6: 	202200
COQ7	COQ7: 	212200
COQ8A	COQ8A: 	202200
COQ8B	COQ8B: 	212200
COX14	COX14: 	201200
COX15	COX15: 	212200
COX16	COX16: 	211200
COX18	COX18: 	202200
COX19	COX19: 	202201
CPA4	CPA4: 	020022
CPA6	CPA6: 	202200
CPD	CPD: 	112200
CPEB1	CPEB1: 	020022
CPLANE1	CPLANE1: 	020021
CPLANE2	CPLANE2: 	102200
CPLX3	CPLX3: 	020022
CPM	CPM: 	020022
CPNE2	CPNE2: 	020022
CPS1	CPS1: 	020022
CPSF1	CPSF1: 	102210
CPSF4	CPSF4: 	202200
CPSF7	CPSF7: 	212100
CPT1A	CPT1A: 	202200
CPT1B	CPT1B: 	202210
CPT1C	CPT1C: 	020022
CRABP2	CRABP2: 	020022
CRACR2B	CRACR2B: 	202200
CRAMP1	CRAMP1: 	102100
CRAT	CRAT: 	020022
CRCT1	CRCT1: 	020022
CREB3	CREB3: 	202200
CREB3L2	CREB3L2: 	202200
CREB3L4	CREB3L4: 	202200
CREBL2	CREBL2: 	212200
CREBRF	CREBRF: 	202200
CREG2	CREG2: 	202200
CRELD1	CRELD1: 	201200
CREM	CREM: 	212200
CRIM1-DT	CRIM1-DT: 	020022
CRIP2	CRIP2: 	020022
CRIPT	CRIPT: 	211200
CRK	CRK: 	202201
CRNKL1	CRNKL1: 	202200
CRNN	CRNN: 	020022
CROCCP2	CROCCP2: 	102210
CRPPA	CRPPA: 	202200
CRTC1	CRTC1: 	202200
CRTC2	CRTC2: 	202200
CRY1	CRY1: 	212200
CRYAB	CRYAB: 	020022
CRYBB2P1	CRYBB2P1: 	111200
CRYL1	CRYL1: 	020122
CRYM-AS1	CRYM-AS1: 	202200
CRYZ	CRYZ: 	020022
CRYZL1	CRYZL1: 	212100
CSAD	CSAD: 	202200
CSNK1D	CSNK1D: 	202200
CSNK1G1	CSNK1G1: 	202200
CSPG5	CSPG5: 	020022
CSPP1	CSPP1: 	212200
CSRNP2	CSRNP2: 	211101
CSTA	CSTA: 	020022
CSTB	CSTB: 	020022
CSTF3	CSTF3: 	202200
CTAGE7P	CTAGE7P: 	202200
CTBP1	CTBP1: 	112210
CTBP1-DT	CTBP1-DT: 	202200
CTBP2	CTBP2: 	212100
CTBS	CTBS: 	212200
CTDP1	CTDP1: 	102201
CTDSP1	CTDSP1: 	202210
CTDSP2	CTDSP2: 	212100
CTDSPL2	CTDSPL2: 	202200
CTF1	CTF1: 	202200
CTR9	CTR9: 	202200
CTRL	CTRL: 	212200
CTSA	CTSA: 	202200
CTSB	CTSB: 	202200
CTSK	CTSK: 	202210
CTSL	CTSL: 	202200
CTSO	CTSO: 	202200
CTSV	CTSV: 	202200
CTXN1	CTXN1: 	202200
CUEDC1	CUEDC1: 	112200
CUL4B	CUL4B: 	212100
CUL5	CUL5: 	212100
CUL7	CUL7: 	112200
CUTA	CUTA: 	202200
CWF19L2	CWF19L2: 	202200
CWH43	CWH43: 	020022
CXCL1	CXCL1: 	202200
CXCL14	CXCL14: 	020022
CXCL16	CXCL16: 	202200
CXCL5	CXCL5: 	202200
CXCL6	CXCL6: 	202200
CXCL8	CXCL8: 	202200
CXXC1	CXXC1: 	202200
CXXC5	CXXC5: 	102111
CXorf38	CXorf38: 	202200
CXorf40A	CXorf40A: 	202200
CXorf40B	CXorf40B: 	202200
CXorf56	CXorf56: 	211200
CYB561	CYB561: 	101210
CYB561D2	CYB561D2: 	202200
CYB5A	CYB5A: 	020022
CYB5B	CYB5B: 	201200
CYB5D1	CYB5D1: 	202200
CYB5D2	CYB5D2: 	202200
CYB5R2	CYB5R2: 	020022
CYB5R3	CYB5R3: 	102210
CYB5R4	CYB5R4: 	202200
CYB5RL	CYB5RL: 	202200
CYBRD1	CYBRD1: 	020022
CYHR1	CYHR1: 	202200
CYP21A1P	CYP21A1P: 	202200
CYP26B1	CYP26B1: 	020022
CYP2C8	CYP2C8: 	202200
CYP2D7	CYP2D7: 	202210
CYP2E1	CYP2E1: 	202210
CYP2J2	CYP2J2: 	020022
CYP2R1	CYP2R1: 	021022
CYP2S1	CYP2S1: 	020022
CYP39A1	CYP39A1: 	020022
CYP3A5	CYP3A5: 	202200
CYP3A7	CYP3A7: 	202200
CYP3A7-CYP3A51P	CYP3A7-CYP3A51P: 	202200
CYP4B1	CYP4B1: 	020022
CYP4F11	CYP4F11: 	020022
CYP4F12	CYP4F12: 	020022
CYP4F22	CYP4F22: 	020022
CYP4F3	CYP4F3: 	020022
CYP51A1	CYP51A1: 	020022
CYP8B1	CYP8B1: 	202200
CYREN	CYREN: 	202200
CYSRT1	CYSRT1: 	020022
CYTH2	CYTH2: 	202200
CYTH3	CYTH3: 	202200
CYYR1-AS1	CYYR1-AS1: 	202200
CZ1P-ASNS	CZ1P-ASNS: 	202200
DAB2IP	DAB2IP: 	020022
DAG1	DAG1: 	202200
DAP	DAP: 	202200
DAPK1	DAPK1: 	202200
DAPL1	DAPL1: 	020022
DAXX	DAXX: 	202200
DAZAP2	DAZAP2: 	212200
DBF4B	DBF4B: 	202200
DBNDD1	DBNDD1: 	020022
DBR1	DBR1: 	212200
DCAF1	DCAF1: 	212100
DCAF10	DCAF10: 	212101
DCAF16	DCAF16: 	202200
DCAF7	DCAF7: 	202200
DCBLD2	DCBLD2: 	202200
DCLRE1C	DCLRE1C: 	211100
DCP1A	DCP1A: 	212101
DCP1B	DCP1B: 	202200
DCPS	DCPS: 	212200
DCST1	DCST1: 	202200
DCST1-AS1	DCST1-AS1: 	202200
DCST2	DCST2: 	202200
DCTPP1	DCTPP1: 	201210
DCUN1D2	DCUN1D2: 	202200
DDA1	DDA1: 	202200
DDAH1	DDAH1: 	202200
DDAH2	DDAH2: 	020022
DDB2	DDB2: 	202200
DDIAS	DDIAS: 	011021
DDOST	DDOST: 	202200
DDR1	DDR1: 	202210
DDX20	DDX20: 	212200
DDX24	DDX24: 	202200
DDX27	DDX27: 	211200
DDX41	DDX41: 	202200
DDX42	DDX42: 	202200
DDX47	DDX47: 	202200
DDX49	DDX49: 	101200
DDX51	DDX51: 	112200
DDX52	DDX52: 	202200
DDX55	DDX55: 	202210
DDX59-AS1	DDX59-AS1: 	202200
DDX60L	DDX60L: 	202200
1-Dec	1-Dec: 	202200
DEFB103A	DEFB103A: 	020022
DEFB103B	DEFB103B: 	010012
DEK	DEK: 	202200
DENND1C	DENND1C: 	202200
DENND3	DENND3: 	202200
DENND4B	DENND4B: 	202200
DENND6B	DENND6B: 	202200
DEPDC1	DEPDC1: 	020022
DEPDC1B	DEPDC1B: 	020022
DEPDC5	DEPDC5: 	212200
DEPP1	DEPP1: 	202200
DERA	DERA: 	202200
DERL1	DERL1: 	202200
DERPC	DERPC: 	112200
DESI2	DESI2: 	202200
DGAT1	DGAT1: 	202200
DGAT2	DGAT2: 	020022
DGCR5	DGCR5: 	020022
DGKH	DGKH: 	202200
DGKQ	DGKQ: 	202210
DGUOK-AS1	DGUOK-AS1: 	020022
DHCR24	DHCR24: 	020022
DHCR7	DHCR7: 	020022
DHPS	DHPS: 	102200
DHRS11	DHRS11: 	020022
DHRS3	DHRS3: 	202200
DHRS4	DHRS4: 	020122
DHRS4L2	DHRS4L2: 	020022
DHRS7B	DHRS7B: 	202200
DHRS9	DHRS9: 	020022
DHRSX	DHRSX: 	202200
DHX30	DHX30: 	212200
DHX33	DHX33: 	202200
DHX35	DHX35: 	212200
DHX58	DHX58: 	202200
DHX8	DHX8: 	202200
DIABLO	DIABLO: 	211200
DIAPH3	DIAPH3: 	020022
DINOL	DINOL: 	202200
DIS3	DIS3: 	212100
DKFZP586I1420	DKFZP586I1420: 	212200
DKK1	DKK1: 	202200
DKK3	DKK3: 	020022
DLEU2L	DLEU2L: 	202200
DLG1-AS1	DLG1-AS1: 	202200
DLG5-AS1	DLG5-AS1: 	202200
DLGAP1-AS1	DLGAP1-AS1: 	202200
DLGAP1-AS2	DLGAP1-AS2: 	202200
DLGAP4	DLGAP4: 	021012
DLGAP5	DLGAP5: 	020022
DLK2	DLK2: 	020022
DLL1	DLL1: 	020022
DLST	DLST: 	202200
DLX1	DLX1: 	020022
DLX2	DLX2: 	020022
DLX3	DLX3: 	020022
DLX4	DLX4: 	020022
DLX5	DLX5: 	020022
DMKN	DMKN: 	020022
DMPK	DMPK: 	202200
DMTF1	DMTF1: 	212200
DMWD	DMWD: 	202200
DNAAF1	DNAAF1: 	202200
DNAAF2	DNAAF2: 	202200
DNAH1	DNAH1: 	202200
DNAH10	DNAH10: 	202200
DNAH5	DNAH5: 	202200
DNAH6	DNAH6: 	202200
DNAJA1	DNAJA1: 	202200
DNAJB11	DNAJB11: 	202200
DNAJB14	DNAJB14: 	212200
DNAJB5	DNAJB5: 	020022
DNAJB9	DNAJB9: 	202200
DNAJC14	DNAJC14: 	212200
DNAJC15	DNAJC15: 	202200
DNAJC2	DNAJC2: 	212200
DNAJC21	DNAJC21: 	202200
DNAJC24	DNAJC24: 	212200
DNAJC25	DNAJC25: 	201201
DNAJC27-AS1	DNAJC27-AS1: 	202200
DNAJC3	DNAJC3: 	202200
DNAJC30	DNAJC30: 	202200
DNAJC4	DNAJC4: 	202200
DNAJC8	DNAJC8: 	211200
DNAJC9	DNAJC9: 	202200
DNAL1	DNAL1: 	202200
DNAL4	DNAL4: 	202200
DNASE1	DNASE1: 	202200
DNASE1L1	DNASE1L1: 	202210
DNASE1L2	DNASE1L2: 	020022
DNASE1L3	DNASE1L3: 	020022
DNASE2	DNASE2: 	202200
DND1	DND1: 	202200
DNHD1	DNHD1: 	202200
DNMBP	DNMBP: 	202200
DNMT3B	DNMT3B: 	020022
DNPH1	DNPH1: 	020022
DNTTIP1	DNTTIP1: 	202200
DOCK5	DOCK5: 	202200
DOCK6	DOCK6: 	011022
DOK4	DOK4: 	020022
DONSON	DONSON: 	202200
DPF2	DPF2: 	212200
DPH2	DPH2: 	202200
DPH3	DPH3: 	212200
DPH7	DPH7: 	212200
DPM3	DPM3: 	202200
DPP4	DPP4: 	202200
DPP7	DPP7: 	202200
DPP8	DPP8: 	212100
DPY19L4	DPY19L4: 	202200
DPYSL4	DPYSL4: 	212200
DRAM1	DRAM1: 	202200
DRAM2	DRAM2: 	202200
DRC3	DRC3: 	202200
DSC1	DSC1: 	020022
DSCC1	DSCC1: 	020022
DSEL	DSEL: 	202200
DSG1	DSG1: 	020022
DSG2	DSG2: 	202200
DSG3	DSG3: 	020022
DSP	DSP: 	020022
DST	DST: 	020022
DTD2	DTD2: 	020022
DTL	DTL: 	020022
DTX3L	DTX3L: 	202200
DUOX1	DUOX1: 	020022
DUOX2	DUOX2: 	202200
DUOXA1	DUOXA1: 	020022
DUS4L	DUS4L: 	212200
DUS4L-BCAP29	DUS4L-BCAP29: 	202210
DUSP10	DUSP10: 	202200
DUSP2	DUSP2: 	020022
DUSP28	DUSP28: 	202200
DUSP3	DUSP3: 	202200
DUSP4	DUSP4: 	202200
DUSP8	DUSP8: 	202201
DYNC2LI1	DYNC2LI1: 	212200
DYNLL1	DYNLL1: 	020022
DYNLL2	DYNLL2: 	202200
DYNLRB2	DYNLRB2: 	202200
DYNLT3	DYNLT3: 	202200
DYRK1A	DYRK1A: 	212200
DYRK1B	DYRK1B: 	202200
DYRK2	DYRK2: 	202200
DYRK4	DYRK4: 	020121
DZANK1	DZANK1: 	202200
DZIP3	DZIP3: 	202200
E2F1	E2F1: 	020022
E2F3	E2F3: 	020022
E2F7	E2F7: 	202200
E2F8	E2F8: 	020022
EAF2	EAF2: 	202200
EAPP	EAPP: 	202200
EBNA1BP2	EBNA1BP2: 	201200
EBPL	EBPL: 	020022
ECE1	ECE1: 	202200
ECHDC3	ECHDC3: 	120012
ECI2	ECI2: 	021111
ECT2	ECT2: 	112210
ECT2L	ECT2L: 	202200
EDA2R	EDA2R: 	202200
EDARADD	EDARADD: 	020022
EDC4	EDC4: 	202200
EDDM13	EDDM13: 	020022
EDEM2	EDEM2: 	212200
EDRF1	EDRF1: 	212210
EED	EED: 	212200
EEPD1	EEPD1: 	020022
EFCAB1	EFCAB1: 	020022
EFCAB12	EFCAB12: 	202200
EFCAB5	EFCAB5: 	202200
EFCAB6	EFCAB6: 	202200
EFCAB7	EFCAB7: 	202200
EFEMP1	EFEMP1: 	020022
EFEMP2	EFEMP2: 	202200
EFHC1	EFHC1: 	102210
EFHD2	EFHD2: 	202210
EFNA1	EFNA1: 	202200
EFNA3	EFNA3: 	020022
EFNA5	EFNA5: 	020022
EFNB2	EFNB2: 	212210
EFR3A	EFR3A: 	202200
EFR3B	EFR3B: 	020022
EFTUD2	EFTUD2: 	212200
EGF	EGF: 	020022
EGLN3	EGLN3: 	020022
EGR2	EGR2: 	020022
EGR3	EGR3: 	020012
EHD2	EHD2: 	020022
EHMT1	EHMT1: 	202200
EID3	EID3: 	020022
EIF1AD	EIF1AD: 	202200
EIF1AY	EIF1AY: 	211200
EIF2AK1	EIF2AK1: 	202200
EIF2AK2	EIF2AK2: 	202200
EIF2AK3	EIF2AK3: 	202200
EIF2AK3-DT	EIF2AK3-DT: 	202200
EIF2AK4	EIF2AK4: 	020121
EIF2B5	EIF2B5: 	211210
EIF2S3	EIF2S3: 	021011
EIF3C	EIF3C: 	020022
EIF3CL	EIF3CL: 	020022
EIF4A3	EIF4A3: 	202200
EIF4E3	EIF4E3: 	202200
ELAC1	ELAC1: 	212200
ELAVL1	ELAVL1: 	102110
ELF1	ELF1: 	212100
ELF2	ELF2: 	212100
ELF3-AS1	ELF3-AS1: 	202200
ELF4	ELF4: 	202200
ELF5	ELF5: 	020022
ELK3	ELK3: 	202201
ELL3	ELL3: 	020012
ELMOD2	ELMOD2: 	212200
ELMOD3	ELMOD3: 	202200
ELMSAN1	ELMSAN1: 	021012
ELOA	ELOA: 	212200
ELOB	ELOB: 	201201
ELOF1	ELOF1: 	201200
ELOVL1	ELOVL1: 	020022
ELOVL3	ELOVL3: 	020022
ELOVL4	ELOVL4: 	020022
ELOVL7	ELOVL7: 	020022
ELP2	ELP2: 	212200
ELP3	ELP3: 	211200
ELP4	ELP4: 	212200
EMB	EMB: 	020022
EMBP1	EMBP1: 	020022
EMC1-AS1	EMC1-AS1: 	202200
EMC10	EMC10: 	202200
EMC3	EMC3: 	201201
EMC4	EMC4: 	202200
EMC7	EMC7: 	202200
EMC8	EMC8: 	201200
EML1	EML1: 	020022
EML2	EML2: 	020122
EML3	EML3: 	020022
EMP2	EMP2: 	021021
EMSY	EMSY: 	202200
ENAH	ENAH: 	020022
ENDOD1	ENDOD1: 	020022
ENDOU	ENDOU: 	020022
ENDOV	ENDOV: 	202200
ENKD1	ENKD1: 	202200
ENKUR	ENKUR: 	202200
ENO1-AS1	ENO1-AS1: 	202200
ENTPD1	ENTPD1: 	212100
ENTPD4	ENTPD4: 	212200
ENTPD6	ENTPD6: 	202200
EOGT	EOGT: 	202200
EP300-AS1	EP300-AS1: 	020022
EP400	EP400: 	112200
EPB41L1	EPB41L1: 	202200
EPB41L3	EPB41L3: 	020022
EPB41L5	EPB41L5: 	202200
EPCAM	EPCAM: 	202200
EPGN	EPGN: 	020022
EPHA1	EPHA1: 	020022
EPHB2	EPHB2: 	020022
EPHB4	EPHB4: 	010022
EPHB6	EPHB6: 	020022
EPHX1	EPHX1: 	202200
EPHX3	EPHX3: 	020122
EPN3	EPN3: 	020022
EPS8	EPS8: 	202200
EPS8L1	EPS8L1: 	020022
ERAP1	ERAP1: 	202200
ERAP2	ERAP2: 	202200
ERBB3	ERBB3: 	202111
ERCC1	ERCC1: 	010122
ERCC3	ERCC3: 	202200
ERCC4	ERCC4: 	212100
ERCC6L2	ERCC6L2: 	212100
EREG	EREG: 	020012
ERFL	ERFL: 	202200
ERG	ERG: 	020022
ERGIC3	ERGIC3: 	202200
ERI1	ERI1: 	211100
ERI2	ERI2: 	202200
ERI3	ERI3: 	211200
ERLEC1	ERLEC1: 	202200
ERLIN2	ERLIN2: 	202200
ERMARD	ERMARD: 	202200
ERO1B	ERO1B: 	211200
ERP29	ERP29: 	202200
ERVH48-1	ERVH48-1: 	202200
ERVK13-1	ERVK13-1: 	202200
ERVK3-1	ERVK3-1: 	202200
ESAM	ESAM: 	020022
ESCO1	ESCO1: 	212200
ESD	ESD: 	020022
ESPL1	ESPL1: 	020022
ESPN	ESPN: 	202200
ESYT2	ESYT2: 	202200
ESYT3	ESYT3: 	020022
ETAA1	ETAA1: 	202200
ETFBKMT	ETFBKMT: 	212200
ETFDH	ETFDH: 	020012
ETNK1	ETNK1: 	202200
ETNK2	ETNK2: 	020022
ETV2	ETV2: 	020022
ETV3	ETV3: 	202200
ETV6	ETV6: 	202200
EVPL	EVPL: 	020022
EVPLL	EVPLL: 	020022
EXOC3L4	EXOC3L4: 	202200
EXOC7	EXOC7: 	202200
EXOSC1	EXOSC1: 	202200
EXOSC10-AS1	EXOSC10-AS1: 	202200
EXOSC9	EXOSC9: 	202200
EXPH5	EXPH5: 	020022
EXT1	EXT1: 	202200
EXT2	EXT2: 	202200
EXTL2	EXTL2: 	202200
EXTL3	EXTL3: 	212200
EYA3	EYA3: 	212110
EZH1	EZH1: 	202200
F11R	F11R: 	202200
F2R	F2R: 	202200
F2RL1	F2RL1: 	201200
F3	F3: 	020012
FA2H	FA2H: 	201200
FAAHP1	FAAHP1: 	020022
FAAP24	FAAP24: 	202200
FABP4	FABP4: 	020022
FABP5	FABP5: 	020022
FAHD2A	FAHD2A: 	201200
FAM107B	FAM107B: 	202200
FAM110C	FAM110C: 	021022
FAM111A	FAM111A: 	202200
FAM111A-DT	FAM111A-DT: 	202200
FAM111B	FAM111B: 	020022
FAM114A1	FAM114A1: 	202210
FAM118B	FAM118B: 	212200
FAM120A	FAM120A: 	202200
FAM120AOS	FAM120AOS: 	202200
FAM120B	FAM120B: 	212100
FAM126A	FAM126A: 	202200
FAM131A	FAM131A: 	020112
FAM133B	FAM133B: 	212200
FAM135A	FAM135A: 	020022
FAM13A	FAM13A: 	202200
FAM151B	FAM151B: 	212200
FAM160A2	FAM160A2: 	202200
FAM160B1	FAM160B1: 	202200
FAM160B2	FAM160B2: 	202200
FAM161B	FAM161B: 	202200
FAM168A	FAM168A: 	212200
FAM169A	FAM169A: 	202200
FAM171B	FAM171B: 	020022
FAM174C	FAM174C: 	202200
FAM198B-AS1	FAM198B-AS1: 	202200
FAM199X	FAM199X: 	212100
FAM200A	FAM200A: 	212200
FAM204A	FAM204A: 	211200
FAM209B	FAM209B: 	202200
FAM20B	FAM20B: 	202200
FAM20C	FAM20C: 	020022
FAM210A	FAM210A: 	202200
FAM210B	FAM210B: 	202200
FAM217B	FAM217B: 	212200
FAM221A	FAM221A: 	202200
FAM234A	FAM234A: 	202200
FAM234B	FAM234B: 	212200
FAM25A	FAM25A: 	020022
FAM27B	FAM27B: 	202200
FAM32A	FAM32A: 	202200
FAM3C	FAM3C: 	202200
FAM43A	FAM43A: 	020022
FAM49B	FAM49B: 	202200
FAM50B	FAM50B: 	112200
FAM53C	FAM53C: 	202200
FAM72C	FAM72C: 	202200
FAM72D	FAM72D: 	202200
FAM81A	FAM81A: 	202200
FAM83C	FAM83C: 	020022
FAM83D	FAM83D: 	020022
FAM83G	FAM83G: 	020022
FAM89A	FAM89A: 	020022
FAM89B	FAM89B: 	202200
FAM91A1	FAM91A1: 	212200
FAM98C	FAM98C: 	201200
FANCA	FANCA: 	020022
FANCM	FANCM: 	212100
FANK1	FANK1: 	202200
FAS	FAS: 	202200
FASN	FASN: 	020022
FAT2	FAT2: 	020022
FAU	FAU: 	211200
FBH1	FBH1: 	211200
FBLIM1	FBLIM1: 	020022
FBN2	FBN2: 	202210
FBXL14	FBXL14: 	202200
FBXL2	FBXL2: 	202200
FBXL3	FBXL3: 	212200
FBXO15	FBXO15: 	202200
FBXO17	FBXO17: 	020022
FBXO2	FBXO2: 	020022
FBXO22	FBXO22: 	202200
FBXO24	FBXO24: 	202200
FBXO25	FBXO25: 	202200
FBXO27	FBXO27: 	020022
FBXO32	FBXO32: 	202200
FBXO33	FBXO33: 	212200
FBXO6	FBXO6: 	020022
FBXO7	FBXO7: 	202200
FBXW2	FBXW2: 	202200
FBXW4	FBXW4: 	202201
FBXW4P1	FBXW4P1: 	020022
FBXW8	FBXW8: 	212200
FCF1	FCF1: 	211200
