ArrayID	Name	BitVector
ACYP1	ACYP1: 	211200
ACYP2	ACYP2: 	102201
ADAL	ADAL: 	212200
ADAM10	ADAM10: 	202200
ADAM15	ADAM15: 	202200
ADAM19	ADAM19: 	202200
ADAM20P1	ADAM20P1: 	112201
ADAM21	ADAM21: 	202200
ADAM9	ADAM9: 	202200
ADAMTS13	ADAMTS13: 	202200
ADAMTS4	ADAMTS4: 	202200
ADAMTSL4	ADAMTSL4: 	020022
ADAMTSL5	ADAMTSL5: 	020022
ADAP2	ADAP2: 	020022
ADAR	ADAR: 	202200
ADARB1	ADARB1: 	020022
ADAT1	ADAT1: 	202200
ADCY3	ADCY3: 	020022
ADCY4	ADCY4: 	202200
ADCY7	ADCY7: 	020022
ADD1	ADD1: 	202200
ADGRF2	ADGRF2: 	020022
ADGRF3	ADGRF3: 	202200
ADGRF5	ADGRF5: 	202200
ADGRG1	ADGRG1: 	011122
ADM2	ADM2: 	020022
ADNP	ADNP: 	212100
ADNP-AS1	ADNP-AS1: 	202200
ADO	ADO: 	202200
ADPGK	ADPGK: 	202200
ADPRHL1	ADPRHL1: 	202200
ADSS2	ADSS2: 	212200
ADTRP	ADTRP: 	020022
AEN	AEN: 	202200
AFAP1	AFAP1: 	202200
AFAP1L1	AFAP1L1: 	020022
AFAP1L2	AFAP1L2: 	020022
AFG1L	AFG1L: 	212200
AFTPH	AFTPH: 	212101
AGA	AGA: 	202200
AGAP4	AGAP4: 	112200
AGAP6	AGAP6: 	202201
AGBL3	AGBL3: 	202200
AGK	AGK: 	202200
AGO2	AGO2: 	202200
AGPAT1	AGPAT1: 	212200
AGPAT2	AGPAT2: 	202200
AGPS	AGPS: 	202200
AGR2	AGR2: 	202200
AHI1	AHI1: 	202200
AHR	AHR: 	212200
AHSA1	AHSA1: 	211210
AIF1L	AIF1L: 	020022
AIG1	AIG1: 	011022
AIMP1	AIMP1: 	211200
AIMP2	AIMP2: 	020021
AJAP1	AJAP1: 	010122
AJUBA	AJUBA: 	020022
AK4	AK4: 	020022
AK6	AK6: 	211200
AK7	AK7: 	020022
AK8	AK8: 	202200
AKAP1	AKAP1: 	202200
AKAP17A	AKAP17A: 	202200
AKAP3	AKAP3: 	202200
AKAP8	AKAP8: 	102210
AKAP9	AKAP9: 	202200
AKR1B10	AKR1B10: 	020022
AKR1C1	AKR1C1: 	020022
AKR1C2	AKR1C2: 	020022
AKR1C3	AKR1C3: 	020022
AKT1	AKT1: 	211200
ALCAM	ALCAM: 	202200
ALDH1L1	ALDH1L1: 	020022
ALDH2	ALDH2: 	020022
ALDH3B2	ALDH3B2: 	020022
ALDH4A1	ALDH4A1: 	020121
ALDH5A1	ALDH5A1: 	020022
ALDH8A1	ALDH8A1: 	020022
ALG1	ALG1: 	202210
ALG11	ALG11: 	202200
ALG2	ALG2: 	201200
ALG3	ALG3: 	202210
ALG5	ALG5: 	211210
ALKBH1	ALKBH1: 	202200
ALKBH5	ALKBH5: 	202200
ALKBH8	ALKBH8: 	202200
ALOX12	ALOX12: 	020022
ALOX12B	ALOX12B: 	020022
ALOX15B	ALOX15B: 	020022
ALOXE3	ALOXE3: 	020022
ALPK1	ALPK1: 	211100
ALPK3	ALPK3: 	202200
ALX3	ALX3: 	211101
AMDHD1	AMDHD1: 	020022
AMDHD2	AMDHD2: 	202200
AMFR	AMFR: 	202210
AMIGO1	AMIGO1: 	020022
AMIGO2	AMIGO2: 	020022
AMIGO3	AMIGO3: 	202200
AMMECR1L	AMMECR1L: 	202200
AMN1	AMN1: 	202200
AMPD3	AMPD3: 	020022
AMY2B	AMY2B: 	202200
AMZ1	AMZ1: 	020022
ANAPC10	ANAPC10: 	211200
ANAPC2	ANAPC2: 	102210
ANAPC5	ANAPC5: 	211200
ANGPT2	ANGPT2: 	202200
ANK1	ANK1: 	202200
ANKDD1A	ANKDD1A: 	112200
ANKDD1B	ANKDD1B: 	202200
ANKFN1	ANKFN1: 	020022
ANKFY1	ANKFY1: 	202100
ANKH	ANKH: 	020022
ANKIB1	ANKIB1: 	212100
ANKMY1	ANKMY1: 	202200
ANKRA2	ANKRA2: 	202200
ANKRD10	ANKRD10: 	202200
ANKRD11	ANKRD11: 	102101
ANKRD12	ANKRD12: 	202200
ANKRD2	ANKRD2: 	202200
ANKRD20A8P	ANKRD20A8P: 	202200
ANKRD22	ANKRD22: 	020022
ANKRD34A	ANKRD34A: 	202200
ANKRD35	ANKRD35: 	020022
ANKRD36C	ANKRD36C: 	202200
ANKRD40	ANKRD40: 	202200
ANKRD42	ANKRD42: 	202200
ANKRD50	ANKRD50: 	212100
ANKRD52	ANKRD52: 	102210
ANKRD9	ANKRD9: 	202200
ANKS6	ANKS6: 	011021
ANO10	ANO10: 	020022
ANO6	ANO6: 	202200
ANO8	ANO8: 	011022
ANOS1	ANOS1: 	020022
ANP32A	ANP32A: 	211200
ANTXR2	ANTXR2: 	202200
ANXA4	ANXA4: 	202200
ANXA8	ANXA8: 	010022
ANXA8L1	ANXA8L1: 	020022
ANXA9	ANXA9: 	020022
AOC1	AOC1: 	202200
AOC2	AOC2: 	202200
AOC3	AOC3: 	202200
AP1S1	AP1S1: 	202200
AP2A2	AP2A2: 	202200
AP2M1	AP2M1: 	202200
AP4S1	AP4S1: 	212200
AP5M1	AP5M1: 	212200
AP5S1	AP5S1: 	202200
APAF1	APAF1: 	202200
APBA1	APBA1: 	020021
APBB3	APBB3: 	202200
APCDD1	APCDD1: 	020022
APCDD1L-DT	APCDD1L-DT: 	020022
APH1B	APH1B: 	202200
API5	API5: 	211200
APIP	APIP: 	202200
APLP2	APLP2: 	202200
APMAP	APMAP: 	202200
APOB	APOB: 	020022
APOBEC3B-AS1	APOBEC3B-AS1: 	202200
APOBEC3C	APOBEC3C: 	212200
APOBEC3H	APOBEC3H: 	202200
APOBR	APOBR: 	202200
APOE	APOE: 	010022
APOL1	APOL1: 	202200
APOL2	APOL2: 	202200
APOL3	APOL3: 	202200
APOL4	APOL4: 	020022
APOL6	APOL6: 	202200
APOLD1	APOLD1: 	202200
APOM	APOM: 	202200
APOOL	APOOL: 	212100
APP	APP: 	202200
APTR	APTR: 	202200
AQP7	AQP7: 	202200
AQP7P3	AQP7P3: 	202200
AQP9	AQP9: 	020022
AQR	AQR: 	212100
ARAP2	ARAP2: 	212101
AREL1	AREL1: 	202200
ARF1	ARF1: 	101211
ARF3	ARF3: 	201210
ARFGAP1	ARFGAP1: 	202200
ARFGAP3	ARFGAP3: 	202200
ARFGEF2	ARFGEF2: 	212100
ARFGEF3	ARFGEF3: 	202200
ARFIP1	ARFIP1: 	202200
ARG2	ARG2: 	020022
ARHGAP11A	ARHGAP11A: 	021022
ARHGAP12	ARHGAP12: 	202200
ARHGAP17	ARHGAP17: 	202200
ARHGAP21	ARHGAP21: 	202200
ARHGAP23	ARHGAP23: 	020022
ARHGAP26	ARHGAP26: 	212200
ARHGAP40	ARHGAP40: 	020022
ARHGAP42	ARHGAP42: 	202200
ARHGAP5	ARHGAP5: 	202200
ARHGAP5-AS1	ARHGAP5-AS1: 	202200
ARHGEF10L	ARHGEF10L: 	020022
ARHGEF16	ARHGEF16: 	202200
ARHGEF2	ARHGEF2: 	021012
ARHGEF26	ARHGEF26: 	021111
ARHGEF28	ARHGEF28: 	202200
ARHGEF33	ARHGEF33: 	202200
ARHGEF40	ARHGEF40: 	202200
ARHGEF7	ARHGEF7: 	212100
ARID1A	ARID1A: 	112100
ARID3A	ARID3A: 	202200
ARID3C	ARID3C: 	202200
ARID4A	ARID4A: 	212200
ARIH2	ARIH2: 	211200
ARIH2OS	ARIH2OS: 	202200
ARL10	ARL10: 	020022
ARL11	ARL11: 	020022
ARL14	ARL14: 	202200
ARL14EP	ARL14EP: 	211200
ARL15	ARL15: 	212100
ARL16	ARL16: 	202200
ARL4D	ARL4D: 	020022
ARL5A	ARL5A: 	020022
ARL6IP1	ARL6IP1: 	202200
ARL6IP4	ARL6IP4: 	201200
ARL6IP5	ARL6IP5: 	202200
ARL8A	ARL8A: 	202200
ARMC2	ARMC2: 	202200
ARMCX2	ARMCX2: 	020022
ARMCX5	ARMCX5: 	211100
ARMCX6	ARMCX6: 	120111
ARMH1	ARMH1: 	202200
ARMT1	ARMT1: 	202200
ARNTL	ARNTL: 	212200
ARNTL2	ARNTL2: 	110012
ARPC4-TTLL3	ARPC4-TTLL3: 	202110
ARPP19	ARPP19: 	211200
ARRB1	ARRB1: 	020022
ARRB2	ARRB2: 	202200
ARRDC1-AS1	ARRDC1-AS1: 	202200
ARRDC3-AS1	ARRDC3-AS1: 	202200
ARRDC4	ARRDC4: 	202200
ARSA	ARSA: 	202210
ARSB	ARSB: 	202200
ARSI	ARSI: 	020022
ARTN	ARTN: 	020022
ARVCF	ARVCF: 	202200
ASAH1	ASAH1: 	202200
ASAP2	ASAP2: 	202200
ASAP3	ASAP3: 	020022
ASB1	ASB1: 	202200
ASB16	ASB16: 	202200
ASB16-AS1	ASB16-AS1: 	202200
ASB3	ASB3: 	202200
ASB6	ASB6: 	202200
ASB7	ASB7: 	202200
ASB9	ASB9: 	202200
ASCC1	ASCC1: 	202200
ASF1A	ASF1A: 	212200
ASH1L	ASH1L: 	212200
ASH1L-AS1	ASH1L-AS1: 	202200
ASIC1	ASIC1: 	020022
ASIC3	ASIC3: 	202200
ASL	ASL: 	020022
ASPHD1	ASPHD1: 	020022
ASPM	ASPM: 	020022
ASPRV1	ASPRV1: 	020022
ASS1	ASS1: 	020022
ASXL1	ASXL1: 	212200
ATAD1	ATAD1: 	202200
ATAD3C	ATAD3C: 	202200
ATE1-AS1	ATE1-AS1: 	202200
ATF1	ATF1: 	212200
ATF3	ATF3: 	202200
ATF4	ATF4: 	021112
ATF6	ATF6: 	202200
ATF7IP2	ATF7IP2: 	202200
ATG12	ATG12: 	202200
ATG13	ATG13: 	212200
ATG14	ATG14: 	202200
ATG16L1	ATG16L1: 	202200
ATG16L2	ATG16L2: 	020022
ATG4A	ATG4A: 	202201
ATG5	ATG5: 	202200
ATG7	ATG7: 	202200
ATG9A	ATG9A: 	202200
ATL1	ATL1: 	020022
ATN1	ATN1: 	102110
ATP10B	ATP10B: 	020022
ATP10D	ATP10D: 	020022
ATP11A	ATP11A: 	202200
ATP12A	ATP12A: 	020022
ATP13A3	ATP13A3: 	202200
ATP13A4	ATP13A4: 	020022
ATP1A1	ATP1A1: 	202200
ATP1A1-AS1	ATP1A1-AS1: 	202200
ATP2B4	ATP2B4: 	020022
ATP2C2	ATP2C2: 	020022
ATP5MC2	ATP5MC2: 	020021
ATP5MF-PTCD1	ATP5MF-PTCD1: 	212200
ATP5MG	ATP5MG: 	211200
ATP6AP1	ATP6AP1: 	202200
ATP6AP1L	ATP6AP1L: 	202200
ATP6AP2	ATP6AP2: 	202200
ATP6V0A1	ATP6V0A1: 	021022
ATP6V0B	ATP6V0B: 	202200
ATP6V1C1	ATP6V1C1: 	212200
ATP6V1C2	ATP6V1C2: 	020022
ATP6V1FNB	ATP6V1FNB: 	202200
ATP6V1G1	ATP6V1G1: 	201200
ATP6V1H	ATP6V1H: 	212201
ATP7B	ATP7B: 	021012
ATP8B3	ATP8B3: 	020022
ATP9A	ATP9A: 	202200
ATPAF1	ATPAF1: 	202200
ATPAF2	ATPAF2: 	202201
ATPSCKMT	ATPSCKMT: 	212200
ATR	ATR: 	212200
ATRAID	ATRAID: 	202200
ATXN1	ATXN1: 	202100
ATXN1-AS1	ATXN1-AS1: 	202200
ATXN1L	ATXN1L: 	202200
ATXN2	ATXN2: 	202100
ATXN7	ATXN7: 	112100
ATXN7L3	ATXN7L3: 	202200
AUH	AUH: 	202200
AURKB	AURKB: 	020022
AURKC	AURKC: 	202200
AUTS2	AUTS2: 	020022
AVIL	AVIL: 	202200
AVL9	AVL9: 	202200
AZGP1	AZGP1: 	020022
B2M	B2M: 	202200
B3GALT4	B3GALT4: 	202200
B3GALT6	B3GALT6: 	202200
B3GAT3	B3GAT3: 	202200
B3GNT10	B3GNT10: 	212200
B3GNT2	B3GNT2: 	202200
B3GNT4	B3GNT4: 	010022
B3GNT8	B3GNT8: 	010022
B4GALT1	B4GALT1: 	202200
B4GALT1-AS1	B4GALT1-AS1: 	202200
B4GALT2	B4GALT2: 	020022
B4GALT4	B4GALT4: 	202200
B4GALT5	B4GALT5: 	212200
BAALC-AS1	BAALC-AS1: 	202200
BABAM1	BABAM1: 	202200
BACE1	BACE1: 	020011
BACE2	BACE2: 	202200
BACH2	BACH2: 	202200
BAG1	BAG1: 	202200
BAG4	BAG4: 	202200
BAHD1	BAHD1: 	112100
BAIAP2L1	BAIAP2L1: 	202200
BAK1	BAK1: 	010122
BAMBI	BAMBI: 	202200
BANF1	BANF1: 	211200
BARD1	BARD1: 	202200
BAX	BAX: 	211200
BAZ1A	BAZ1A: 	202110
BAZ1B	BAZ1B: 	212200
BAZ2B	BAZ2B: 	202200
BBC3	BBC3: 	202200
BBOX1	BBOX1: 	020022
BBS1	BBS1: 	202200
BBS10	BBS10: 	212200
BBS12	BBS12: 	202200
BBS4	BBS4: 	212200
BBS7	BBS7: 	021011
BBX	BBX: 	212100
BCAM	BCAM: 	020022
BCAP29	BCAP29: 	212200
BCAP31	BCAP31: 	202200
BCAR3	BCAR3: 	202200
BCAS2	BCAS2: 	202200
BCAS3	BCAS3: 	212200
BCCIP	BCCIP: 	201200
BCDIN3D	BCDIN3D: 	211200
BCL10	BCL10: 	202101
BCL11A	BCL11A: 	020022
BCL2L10	BCL2L10: 	020022
BCL2L11	BCL2L11: 	202200
BCL2L12	BCL2L12: 	202200
BCL2L2	BCL2L2: 	020022
BCL6	BCL6: 	102210
BCLAF1	BCLAF1: 	212200
BCLAF3	BCLAF3: 	212100
BCO2	BCO2: 	020022
BCRP3	BCRP3: 	202200
BCS1L	BCS1L: 	112210
BCYRN1	BCYRN1: 	020022
BDKRB1	BDKRB1: 	020022
BDKRB2	BDKRB2: 	020022
BDNF-AS	BDNF-AS: 	202200
BECN1	BECN1: 	202200
BEND3P3	BEND3P3: 	212200
BEST1	BEST1: 	202200
BEST3	BEST3: 	202200
BET1L	BET1L: 	202210
BEX2	BEX2: 	020111
BEX3	BEX3: 	020022
BFAR	BFAR: 	202200
BFSP1	BFSP1: 	202200
BHLHE40-AS1	BHLHE40-AS1: 	202200
BHMG1	BHMG1: 	202200
BICC1	BICC1: 	020022
BICD2	BICD2: 	020022
BICRAL	BICRAL: 	212200
BID	BID: 	102211
BIK	BIK: 	202200
BIN1	BIN1: 	020122
BIN3	BIN3: 	201201
BIRC2	BIRC2: 	212200
BIRC5	BIRC5: 	020022
BLCAP	BLCAP: 	202200
BLMH	BLMH: 	020022
BLOC1S2	BLOC1S2: 	211200
BLOC1S4	BLOC1S4: 	202200
BLOC1S6	BLOC1S6: 	212200
BMI1	BMI1: 	202200
BMP1	BMP1: 	202200
BMP6	BMP6: 	202200
BMPER	BMPER: 	020022
BMPR2	BMPR2: 	202200
BMS1	BMS1: 	211210
BNIP1	BNIP1: 	020122
BNIPL	BNIPL: 	020022
BOC	BOC: 	020022
BOD1L1	BOD1L1: 	202200
BOLA1	BOLA1: 	101201
BORCS8-MEF2B	BORCS8-MEF2B: 	102201
BPGM	BPGM: 	202200
BPIFC	BPIFC: 	020022
BRD2	BRD2: 	202200
BRD3	BRD3: 	202200
BRD7	BRD7: 	211101
BRD8	BRD8: 	212200
BRD9	BRD9: 	202210
BREA2	BREA2: 	202200
BRF1	BRF1: 	102200
BRF2	BRF2: 	202200
BRIX1	BRIX1: 	202200
BRMS1	BRMS1: 	202200
BROX	BROX: 	212100
BRPF1	BRPF1: 	112200
BRPF3	BRPF3: 	202200
BRWD1-AS2	BRWD1-AS2: 	202200
BSCL2	BSCL2: 	202200
BSDC1	BSDC1: 	202200
BSG	BSG: 	202200
BSPRY	BSPRY: 	020022
BTBD1	BTBD1: 	212200
BTC	BTC: 	202200
BTG3	BTG3: 	201210
BTN2A1	BTN2A1: 	202200
BTN3A1	BTN3A1: 	202200
BUB1	BUB1: 	020022
BUB1B	BUB1B: 	020022
BUD23	BUD23: 	202200
BUD31	BUD31: 	201200
C10orf55	C10orf55: 	202200
C10orf99	C10orf99: 	020022
C11orf1	C11orf1: 	212200
C11orf65	C11orf65: 	202200
C11orf68	C11orf68: 	202200
C11orf74	C11orf74: 	211200
C11orf91	C11orf91: 	202200
C12orf43	C12orf43: 	202200
C12orf49	C12orf49: 	202200
C12orf56	C12orf56: 	020022
C12orf57	C12orf57: 	212200
C12orf60	C12orf60: 	202200
C12orf65	C12orf65: 	211200
C12orf66	C12orf66: 	212200
C12orf75	C12orf75: 	020122
C12orf76	C12orf76: 	202200
C12orf80	C12orf80: 	202200
C14orf93	C14orf93: 	212200
C15orf39	C15orf39: 	202200
C15orf56	C15orf56: 	202200
C16orf46	C16orf46: 	202200
C16orf58	C16orf58: 	112200
C16orf71	C16orf71: 	202200
C16orf74	C16orf74: 	020022
C17orf100	C17orf100: 	202200
C17orf75	C17orf75: 	212200
C18orf21	C18orf21: 	211200
C18orf32	C18orf32: 	202200
C19orf38	C19orf38: 	202200
C19orf44	C19orf44: 	212100
C19orf53	C19orf53: 	201210
C19orf54	C19orf54: 	202200
C1GALT1	C1GALT1: 	202200
C1GALT1C1	C1GALT1C1: 	202200
C1QTNF1	C1QTNF1: 	202200
C1orf105	C1orf105: 	202200
C1orf109	C1orf109: 	212200
C1orf112	C1orf112: 	202200
C1orf198	C1orf198: 	020022
C1orf21	C1orf21: 	020022
C1orf210	C1orf210: 	020022
C1orf50	C1orf50: 	202200
C1orf52	C1orf52: 	202200
C1orf68	C1orf68: 	020022
C2	C2: 	202200
C20orf204	C20orf204: 	202200
C22orf39	C22orf39: 	211200
C2CD2	C2CD2: 	020012
C2CD2L	C2CD2L: 	202200
C2CD3	C2CD3: 	202200
C2CD4A	C2CD4A: 	202200
C2CD4D	C2CD4D: 	202210
C2orf16	C2orf16: 	202200
C2orf42	C2orf42: 	212200
C2orf49	C2orf49: 	202200
C2orf76	C2orf76: 	211200
C2orf92	C2orf92: 	202200
C3orf35	C3orf35: 	202210
C3orf38	C3orf38: 	212200
C3orf52	C3orf52: 	202200
C3orf62	C3orf62: 	202200
C3orf67	C3orf67: 	202200
C4orf36	C4orf36: 	202200
C5orf15	C5orf15: 	202200
C5orf22	C5orf22: 	212200
C5orf24	C5orf24: 	212200
C6orf132	C6orf132: 	020022
C6orf136	C6orf136: 	202200
C6orf141	C6orf141: 	020121
C6orf223	C6orf223: 	020022
C6orf226	C6orf226: 	202200
C6orf52	C6orf52: 	202200
C6orf89	C6orf89: 	202200
C7orf26	C7orf26: 	211200
C7orf61	C7orf61: 	202200
C8orf33	C8orf33: 	202200
C8orf44	C8orf44: 	202200
C8orf44-SGK3	C8orf44-SGK3: 	212200
C8orf48	C8orf48: 	202200
C8orf58	C8orf58: 	021111
C8orf76	C8orf76: 	211201
C9orf43	C9orf43: 	202200
C9orf78	C9orf78: 	202200
CA12	CA12: 	020022
CA3-AS1	CA3-AS1: 	202200
CA5BP1-CA5B	CA5BP1-CA5B: 	202200
CABIN1	CABIN1: 	212200
CABLES2	CABLES2: 	202200
CABYR	CABYR: 	202200
CACFD1	CACFD1: 	202200
CACNB1	CACNB1: 	020022
CACNB3	CACNB3: 	021022
CACTIN	CACTIN: 	202200
CADM4	CADM4: 	120111
CALB2	CALB2: 	020022
CALML3	CALML3: 	020022
CALML3-AS1	CALML3-AS1: 	212100
CALML4	CALML4: 	212200
CALML5	CALML5: 	020022
CALU	CALU: 	202200
CAMK1D	CAMK1D: 	020022
CAMK2N1	CAMK2N1: 	202200
CAMKK1	CAMKK1: 	020022
CAMKK2	CAMKK2: 	212200
CAMSAP1	CAMSAP1: 	202100
CANT1	CANT1: 	202200
CAP2	CAP2: 	021022
CAPG	CAPG: 	020022
CAPN10	CAPN10: 	102210
CAPN10-DT	CAPN10-DT: 	202200
CAPN2	CAPN2: 	202200
CAPNS2	CAPNS2: 	020022
CAPRIN1	CAPRIN1: 	202200
CAPZA2	CAPZA2: 	202200
CARD14	CARD14: 	020022
CARD18	CARD18: 	020022
CARD6	CARD6: 	020022
CARMIL3	CARMIL3: 	020022
CASC15	CASC15: 	020022
CASC4	CASC4: 	212100
CASC8	CASC8: 	202200
CASKIN2	CASKIN2: 	202200
CASP1	CASP1: 	120122
CASP10	CASP10: 	202200
CASP14	CASP14: 	020022
CASP2	CASP2: 	202200
CASP3	CASP3: 	202200
CASP6	CASP6: 	202200
CASP7	CASP7: 	202200
CASP8AP2	CASP8AP2: 	212100
CASP9	CASP9: 	212200
CASQ2	CASQ2: 	202200
CASTOR3	CASTOR3: 	202200
CAT	CAT: 	212200
CATSPERB	CATSPERB: 	202200
CATSPERG	CATSPERG: 	202200
CAV2	CAV2: 	202200
CAVIN1	CAVIN1: 	020022
CBARP	CBARP: 	020022
CBFA2T2	CBFA2T2: 	202110
CBFB	CBFB: 	212200
CBLB	CBLB: 	202200
CBLC	CBLC: 	020022
CBLN3	CBLN3: 	202200
CBR1	CBR1: 	020022
CBR3-AS1	CBR3-AS1: 	202200
CBR4	CBR4: 	202200
CBSL	CBSL: 	020022
CBX1	CBX1: 	212200
CBX2	CBX2: 	020022
CBX3P2	CBX3P2: 	202200
CBX5	CBX5: 	202200
CBX6	CBX6: 	202200
CBX7	CBX7: 	202200
CBY1	CBY1: 	211200
CC2D2A	CC2D2A: 	020022
CCAR1	CCAR1: 	212100
CCAR2	CCAR2: 	202200
CCBE1	CCBE1: 	020022
CCDC102A	CCDC102A: 	020022
CCDC103	CCDC103: 	202200
CCDC121	CCDC121: 	202200
CCDC122	CCDC122: 	202200
CCDC125	CCDC125: 	202200
CCDC13	CCDC13: 	202200
CCDC134	CCDC134: 	202200
CCDC142	CCDC142: 	202200
CCDC146	CCDC146: 	202200
CCDC149	CCDC149: 	212200
CCDC15	CCDC15: 	202200
CCDC154	CCDC154: 	202200
CCDC163	CCDC163: 	202200
CCDC183-AS1	CCDC183-AS1: 	202200
CCDC186	CCDC186: 	202100
CCDC189	CCDC189: 	202200
CCDC28A	CCDC28A: 	202200
CCDC3	CCDC3: 	020022
CCDC32	CCDC32: 	202200
CCDC33	CCDC33: 	202200
CCDC43	CCDC43: 	202200
CCDC50	CCDC50: 	202200
CCDC51	CCDC51: 	202200
CCDC57	CCDC57: 	202200
CCDC59	CCDC59: 	211200
CCDC65	CCDC65: 	202110
CCDC66	CCDC66: 	202200
CCDC77	CCDC77: 	202200
CCDC8	CCDC8: 	020022
CCDC80	CCDC80: 	202200
CCDC82	CCDC82: 	202200
CCDC85C	CCDC85C: 	020022
CCDC87	CCDC87: 	202200
CCDC88C	CCDC88C: 	021022
CCDC90B	CCDC90B: 	202200
CCDC91	CCDC91: 	212200
CCDC92	CCDC92: 	202200
CCDC93	CCDC93: 	202200
CCDC96	CCDC96: 	212200
CCDC97	CCDC97: 	202200
CCL27	CCL27: 	202200
CCN2	CCN2: 	202200
CCN4	CCN4: 	202200
CCNA1	CCNA1: 	020022
CCNA2	CCNA2: 	020021
CCNB2	CCNB2: 	020022
CCND1	CCND1: 	202200
CCND2	CCND2: 	020022
CCNDBP1	CCNDBP1: 	201211
CCNG1	CCNG1: 	212200
CCNJ	CCNJ: 	212100
CCNK	CCNK: 	202200
CCNT1	CCNT1: 	212200
CCNT2	CCNT2: 	212100
CCNT2-AS1	CCNT2-AS1: 	202200
CCNY	CCNY: 	211200
CCNYL1	CCNYL1: 	202200
CCP110	CCP110: 	202200
CCPG1	CCPG1: 	212200
CCR10	CCR10: 	202200
CCR7	CCR7: 	202200
CCS	CCS: 	112210
CCSAP	CCSAP: 	020022
CCT6B	CCT6B: 	202200
CCZ1	CCZ1: 	202200
CCZ1B	CCZ1B: 	202200
CD109	CD109: 	202200
CD151	CD151: 	202200
CD163L1	CD163L1: 	202200
CD164	CD164: 	202200
CD248	CD248: 	020022
CD27-AS1	CD27-AS1: 	202200
CD274	CD274: 	202200
CD2AP	CD2AP: 	212100
CD36	CD36: 	020022
CD46	CD46: 	202200
CD5	CD5: 	202200
CD55	CD55: 	202200
CD58	CD58: 	202200
CD59	CD59: 	202200
CD63	CD63: 	202200
CD70	CD70: 	202200
CD79A	CD79A: 	202200
CD99	CD99: 	202200
CD99P1	CD99P1: 	201211
CDA	CDA: 	021022
CDC20	CDC20: 	020022
CDC40	CDC40: 	212200
CDC42BPB	CDC42BPB: 	202101
CDC42BPG	CDC42BPG: 	202200
CDC42EP3	CDC42EP3: 	202200
CDC5L	CDC5L: 	212200
CDC73	CDC73: 	212100
CDCA2	CDCA2: 	020022
CDCA5	CDCA5: 	020022
CDCA7	CDCA7: 	020022
CDCP1	CDCP1: 	202201
CDH26	CDH26: 	020022
CDHR1	CDHR1: 	020022
CDHR2	CDHR2: 	202200
CDIP1	CDIP1: 	202200
CDIPT	CDIPT: 	212200
CDK1	CDK1: 	020022
CDK11A	CDK11A: 	202200
CDK11B	CDK11B: 	202200
CDK13	CDK13: 	202100
CDK16	CDK16: 	202200
CDK18	CDK18: 	020022
CDK19	CDK19: 	212100
