ProbeID	Ptr	Name	Description
AFAP1L1	7410	AFAP1L1	
AFAP1L2	7479	AFAP1L2	
AFG1L	7545	AFG1L	
AFTPH	7614	AFTPH	
AGA	7676	AGA	
AGAP4	7733	AGAP4	
AGAP6	7798	AGAP6	
AGBL3	7868	AGBL3	
AGK	7935	AGK	
AGO2	7993	AGO2	
AGPAT1	8053	AGPAT1	
AGPAT2	8117	AGPAT2	
AGPS	8180	AGPS	
AGR2	8240	AGR2	
AHI1	8302	AHI1	
AHR	8365	AHR	
AHSA1	8423	AHSA1	
AIF1L	8482	AIF1L	
AIG1	8547	AIG1	
AIMP1	8611	AIMP1	
AIMP2	8673	AIMP2	
AJAP1	8733	AJAP1	
AJUBA	8803	AJUBA	
AK4	8865	AK4	
AK6	8926	AK6	
AK7	8983	AK7	
AK8	9047	AK8	
AKAP1	9110	AKAP1	
AKAP17A	9169	AKAP17A	
AKAP3	9234	AKAP3	
AKAP8	9298	AKAP8	
AKAP9	9360	AKAP9	
AKR1B10	9422	AKR1B10	
AKR1C1	9490	AKR1C1	
AKR1C2	9557	AKR1C2	
AKR1C3	9622	AKR1C3	
AKT1	9687	AKT1	
ALCAM	9747	ALCAM	
ALDH1L1	9807	ALDH1L1	
ALDH2	9882	ALDH2	
ALDH3B2	9946	ALDH3B2	
ALDH4A1	10012	ALDH4A1	
ALDH5A1	10078	ALDH5A1	
ALDH8A1	10148	ALDH8A1	
ALG1	10222	ALG1	
ALG11	10281	ALG11	
ALG2	10343	ALG2	
ALG3	10401	ALG3	
ALG5	10461	ALG5	
ALKBH1	10520	ALKBH1	
ALKBH5	10582	ALKBH5	
ALKBH8	10645	ALKBH8	
ALOX12	10712	ALOX12	
ALOX12B	10785	ALOX12B	
ALOX15B	10854	ALOX15B	
ALOXE3	10924	ALOXE3	
ALPK1	10992	ALPK1	
ALPK3	11055	ALPK3	
ALX3	11122	ALX3	
AMDHD1	11189	AMDHD1	
AMDHD2	11258	AMDHD2	
AMFR	11322	AMFR	
AMIGO1	11382	AMIGO1	
AMIGO2	11452	AMIGO2	
AMIGO3	11519	AMIGO3	
AMMECR1L	11588	AMMECR1L	
AMN1	11653	AMN1	
AMPD3	11714	AMPD3	
AMY2B	11776	AMY2B	
AMZ1	11842	AMZ1	
ANAPC10	11907	ANAPC10	
ANAPC2	11974	ANAPC2	
ANAPC5	12038	ANAPC5	
ANGPT2	12100	ANGPT2	
ANK1	12169	ANK1	
ANKDD1A	12238	ANKDD1A	
ANKDD1B	12313	ANKDD1B	
ANKFN1	12381	ANKFN1	
ANKFY1	12451	ANKFY1	
ANKH	12515	ANKH	
ANKIB1	12581	ANKIB1	
ANKMY1	12643	ANKMY1	
ANKRA2	12710	ANKRA2	
ANKRD10	12772	ANKRD10	
ANKRD11	12840	ANKRD11	
ANKRD12	12905	ANKRD12	
ANKRD2	12971	ANKRD2	
ANKRD20A8P	13038	ANKRD20A8P	
ANKRD22	13115	ANKRD22	
ANKRD34A	13181	ANKRD34A	
ANKRD35	13256	ANKRD35	
ANKRD36C	13325	ANKRD36C	
ANKRD40	13396	ANKRD40	
ANKRD42	13462	ANKRD42	
ANKRD50	13527	ANKRD50	
ANKRD52	13592	ANKRD52	
ANKRD9	13655	ANKRD9	
ANKS6	13718	ANKS6	
ANO10	13789	ANO10	
ANO6	13851	ANO6	
ANO8	13911	ANO8	
ANOS1	13971	ANOS1	
ANP32A	14041	ANP32A	
ANTXR2	14104	ANTXR2	
ANXA4	14170	ANXA4	
ANXA8	14231	ANXA8	
ANXA8L1	14293	ANXA8L1	
ANXA9	14359	ANXA9	
AOC1	14421	AOC1	
AOC2	14484	AOC2	
AOC3	14548	AOC3	
AP1S1	14616	AP1S1	
AP2A2	14676	AP2A2	
AP2M1	14737	AP2M1	
AP4S1	14799	AP4S1	
AP5M1	14867	AP5M1	
AP5S1	14931	AP5S1	
APAF1	14999	APAF1	
APBA1	15063	APBA1	
APBB3	15131	APBB3	
APCDD1	15193	APCDD1	
APCDD1L-DT	15261	APCDD1L-DT	
APH1B	15339	APH1B	
API5	15405	API5	
APIP	15465	APIP	
APLP2	15523	APLP2	
APMAP	15585	APMAP	
APOB	15647	APOB	
APOBEC3B-AS1	15713	APOBEC3B-AS1	
APOBEC3C	15795	APOBEC3C	
APOBEC3H	15861	APOBEC3H	
APOBR	15930	APOBR	
APOE	16001	APOE	
APOL1	16061	APOL1	
APOL2	16125	APOL2	
APOL3	16187	APOL3	
APOL4	16258	APOL4	
APOL6	16323	APOL6	
APOLD1	16385	APOLD1	
APOM	16451	APOM	
APOOL	16516	APOOL	
APP	16578	APP	
APTR	16636	APTR	
AQP7	16700	AQP7	
AQP7P3	16766	AQP7P3	
AQP9	16836	AQP9	
AQR	16901	AQR	
ARAP2	16959	ARAP2	
AREL1	17021	AREL1	
ARF1	17083	ARF1	
ARF3	17143	ARF3	
ARFGAP1	17202	ARFGAP1	
ARFGAP3	17266	ARFGAP3	
ARFGEF2	17332	ARFGEF2	
ARFGEF3	17397	ARFGEF3	
ARFIP1	17465	ARFIP1	
ARG2	17527	ARG2	
ARHGAP11A	17587	ARHGAP11A	
ARHGAP12	17663	ARHGAP12	
ARHGAP17	17731	ARHGAP17	
ARHGAP21	17799	ARHGAP21	
ARHGAP23	17867	ARHGAP23	
ARHGAP26	17935	ARHGAP26	
ARHGAP40	18008	ARHGAP40	
ARHGAP42	18077	ARHGAP42	
ARHGAP5	18150	ARHGAP5	
ARHGAP5-AS1	18216	ARHGAP5-AS1	
ARHGEF10L	18292	ARHGEF10L	
ARHGEF16	18361	ARHGEF16	
ARHGEF2	18429	ARHGEF2	
ARHGEF26	18495	ARHGEF26	
ARHGEF28	18571	ARHGEF28	
ARHGEF33	18638	ARHGEF33	
ARHGEF40	18712	ARHGEF40	
ARHGEF7	18783	ARHGEF7	
ARID1A	18849	ARID1A	
ARID3A	18912	ARID3A	
ARID3C	18980	ARID3C	
ARID4A	19050	ARID4A	
ARIH2	19113	ARIH2	
ARIH2OS	19174	ARIH2OS	
ARL10	19249	ARL10	
ARL11	19318	ARL11	
ARL14	19385	ARL14	
ARL14EP	19450	ARL14EP	
ARL15	19515	ARL15	
ARL16	19576	ARL16	
ARL4D	19635	ARL4D	
ARL5A	19697	ARL5A	
ARL6IP1	19759	ARL6IP1	
ARL6IP4	19825	ARL6IP4	
ARL6IP5	19891	ARL6IP5	
ARL8A	19954	ARL8A	
ARMC2	20013	ARMC2	
ARMCX2	20084	ARMCX2	
ARMCX5	20155	ARMCX5	
ARMCX6	20219	ARMCX6	
ARMH1	20283	ARMH1	
ARMT1	20351	ARMT1	
ARNTL	20412	ARNTL	
ARNTL2	20474	ARNTL2	
ARPC4-TTLL3	20538	ARPC4-TTLL3	
ARPP19	20621	ARPP19	
ARRB1	20683	ARRB1	
ARRB2	20748	ARRB2	
ARRDC1-AS1	20810	ARRDC1-AS1	
ARRDC3-AS1	20885	ARRDC3-AS1	
ARRDC4	20966	ARRDC4	
ARSA	21029	ARSA	
ARSB	21089	ARSB	
ARSI	21151	ARSI	
ARTN	21212	ARTN	
ARVCF	21276	ARVCF	
ASAH1	21342	ASAH1	
ASAP2	21403	ASAP2	
ASAP3	21465	ASAP3	
ASB1	21529	ASB1	
ASB16	21590	ASB16	
ASB16-AS1	21656	ASB16-AS1	
ASB3	21732	ASB3	
ASB6	21791	ASB6	
ASB7	21851	ASB7	
ASB9	21911	ASB9	
ASCC1	21976	ASCC1	
ASF1A	22037	ASF1A	
ASH1L	22099	ASH1L	
ASH1L-AS1	22161	ASH1L-AS1	
ASIC1	22239	ASIC1	
ASIC3	22306	ASIC3	
ASL	22371	ASL	
ASPHD1	22429	ASPHD1	
ASPM	22499	ASPM	
ASPRV1	22568	ASPRV1	
ASS1	22630	ASS1	
ASXL1	22688	ASXL1	
ATAD1	22750	ATAD1	
ATAD3C	22812	ATAD3C	
ATE1-AS1	22880	ATE1-AS1	
ATF1	22952	ATF1	
ATF3	23009	ATF3	
ATF4	23068	ATF4	
ATF6	23128	ATF6	
ATF7IP2	23188	ATF7IP2	
ATG12	23258	ATG12	
ATG13	23320	ATG13	
ATG14	23380	ATG14	
ATG16L1	23442	ATG16L1	
ATG16L2	23506	ATG16L2	
ATG4A	23572	ATG4A	
ATG5	23631	ATG5	
ATG7	23691	ATG7	
ATG9A	23751	ATG9A	
ATL1	23812	ATL1	
ATN1	23878	ATN1	
ATP10B	23937	ATP10B	
ATP10D	24007	ATP10D	
ATP11A	24070	ATP11A	
ATP12A	24133	ATP12A	
ATP13A3	24197	ATP13A3	
ATP13A4	24263	ATP13A4	
ATP1A1	24330	ATP1A1	
ATP1A1-AS1	24393	ATP1A1-AS1	
ATP2B4	24473	ATP2B4	
ATP2C2	24537	ATP2C2	
ATP5MC2	24603	ATP5MC2	
ATP5MF-PTCD1	24669	ATP5MF-PTCD1	
ATP5MG	24751	ATP5MG	
ATP6AP1	24815	ATP6AP1	
ATP6AP1L	24880	ATP6AP1L	
ATP6AP2	24951	ATP6AP2	
ATP6V0A1	25016	ATP6V0A1	
ATP6V0B	25084	ATP6V0B	
ATP6V1C1	25150	ATP6V1C1	
ATP6V1C2	25218	ATP6V1C2	
ATP6V1FNB	25288	ATP6V1FNB	
ATP6V1G1	25367	ATP6V1G1	
ATP6V1H	25435	ATP6V1H	
ATP7B	25500	ATP7B	
ATP8B3	25571	ATP8B3	
ATP9A	25641	ATP9A	
ATPAF1	25700	ATPAF1	
ATPAF2	25763	ATPAF2	
ATPSCKMT	25826	ATPSCKMT	
ATR	25898	ATR	
ATRAID	25958	ATRAID	
ATXN1	26021	ATXN1	
ATXN1-AS1	26083	ATXN1-AS1	
ATXN1L	26159	ATXN1L	
ATXN2	26222	ATXN2	
ATXN7	26284	ATXN7	
ATXN7L3	26341	ATXN7L3	
AUH	26407	AUH	
AURKB	26465	AURKB	
AURKC	26532	AURKC	
AUTS2	26601	AUTS2	
AVIL	26668	AVIL	
AVL9	26735	AVL9	
AZGP1	26794	AZGP1	
B2M	26856	B2M	
B3GALT4	26914	B3GALT4	
B3GALT6	26979	B3GALT6	
B3GAT3	27047	B3GAT3	
B3GNT10	27109	B3GNT10	
B3GNT2	27182	B3GNT2	
B3GNT4	27245	B3GNT4	
B3GNT8	27318	B3GNT8	
B4GALT1	27384	B4GALT1	
B4GALT1-AS1	27450	B4GALT1-AS1	
B4GALT2	27529	B4GALT2	
B4GALT4	27594	B4GALT4	
B4GALT5	27656	B4GALT5	
BAALC-AS1	27722	BAALC-AS1	
BABAM1	27801	BABAM1	
BACE1	27865	BACE1	
BACE2	27930	BACE2	
BACH2	27992	BACH2	
BAG1	28059	BAG1	
BAG4	28119	BAG4	
BAHD1	28176	BAHD1	
BAIAP2L1	28237	BAIAP2L1	
BAK1	28305	BAK1	
BAMBI	28365	BAMBI	
BANF1	28426	BANF1	
BARD1	28485	BARD1	
BAX	28556	BAX	
BAZ1A	28614	BAZ1A	
BAZ1B	28675	BAZ1B	
BAZ2B	28737	BAZ2B	
BBC3	28799	BBC3	
BBOX1	28858	BBOX1	
BBS1	28923	BBS1	
BBS10	28982	BBS10	
BBS12	29044	BBS12	
BBS4	29113	BBS4	
BBS7	29175	BBS7	
BBX	29238	BBX	
BCAM	29294	BCAM	
BCAP29	29354	BCAP29	
BCAP31	29418	BCAP31	
BCAR3	29481	BCAR3	
BCAS2	29543	BCAS2	
BCAS3	29604	BCAS3	
BCCIP	29665	BCCIP	
BCDIN3D	29727	BCDIN3D	
BCL10	29796	BCL10	
BCL11A	29855	BCL11A	
BCL2L10	29926	BCL2L10	
BCL2L11	29998	BCL2L11	
BCL2L12	30067	BCL2L12	
BCL2L2	30131	BCL2L2	
BCL6	30195	BCL6	
BCLAF1	30255	BCLAF1	
BCLAF3	30316	BCLAF3	
BCO2	30389	BCO2	
BCRP3	30453	BCRP3	
BCS1L	30520	BCS1L	
BCYRN1	30582	BCYRN1	
BDKRB1	30646	BDKRB1	
BDKRB2	30715	BDKRB2	
BDNF-AS	30777	BDNF-AS	
BECN1	30848	BECN1	
BEND3P3	30909	BEND3P3	
BEST1	30985	BEST1	
BEST3	31050	BEST3	
BET1L	31117	BET1L	
BEX2	31179	BEX2	
BEX3	31247	BEX3	
BFAR	31306	BFAR	
BFSP1	31366	BFSP1	
BHLHE40-AS1	31429	BHLHE40-AS1	
BHMG1	31505	BHMG1	
BICC1	31573	BICC1	
BICD2	31642	BICD2	
BICRAL	31704	BICRAL	
BID	31769	BID	
BIK	31827	BIK	
BIN1	31891	BIN1	
BIN3	31960	BIN3	
BIRC2	32017	BIRC2	
BIRC5	32079	BIRC5	
BLCAP	32148	BLCAP	
BLMH	32210	BLMH	
BLOC1S2	32275	BLOC1S2	
BLOC1S4	32338	BLOC1S4	
BLOC1S6	32403	BLOC1S6	
BMI1	32469	BMI1	
BMP1	32536	BMP1	
BMP6	32595	BMP6	
BMPER	32658	BMPER	
BMPR2	32726	BMPR2	
BMS1	32788	BMS1	
BNIP1	32847	BNIP1	
BNIPL	32914	BNIPL	
BOC	32975	BOC	
BOD1L1	33040	BOD1L1	
BOLA1	33102	BOLA1	
BORCS8-MEF2B	33161	BORCS8-MEF2B	
BPGM	33242	BPGM	
BPIFC	33302	BPIFC	
BRD2	33367	BRD2	
BRD3	33427	BRD3	
BRD7	33487	BRD7	
BRD8	33547	BRD8	
BRD9	33607	BRD9	
BREA2	33666	BREA2	
BRF1	33734	BRF1	
BRF2	33792	BRF2	
BRIX1	33852	BRIX1	
BRMS1	33913	BRMS1	
BROX	33974	BROX	
BRPF1	34034	BRPF1	
BRPF3	34096	BRPF3	
BRWD1-AS2	34156	BRWD1-AS2	
BSCL2	34236	BSCL2	
BSDC1	34302	BSDC1	
BSG	34364	BSG	
BSPRY	34422	BSPRY	
BTBD1	34491	BTBD1	
BTC	34552	BTC	
BTG3	34619	BTG3	
BTN2A1	34678	BTN2A1	
BTN3A1	34742	BTN3A1	
BUB1	34811	BUB1	
BUB1B	34877	BUB1B	
BUD23	34947	BUD23	
BUD31	35008	BUD31	
C10orf55	35070	C10orf55	
C10orf99	35143	C10orf99	
C11orf1	35216	C11orf1	
C11orf65	35285	C11orf65	
C11orf68	35359	C11orf68	
C11orf74	35425	C11orf74	
C11orf91	35492	C11orf91	
C12orf43	35563	C12orf43	
C12orf49	35633	C12orf49	
C12orf56	35700	C12orf56	
C12orf57	35776	C12orf57	
C12orf60	35843	C12orf60	
C12orf65	35914	C12orf65	
C12orf66	35984	C12orf66	
C12orf75	36059	C12orf75	
C12orf76	36129	C12orf76	
C12orf80	36199	C12orf80	
C14orf93	36272	C14orf93	
C15orf39	36344	C15orf39	
C15orf56	36412	C15orf56	
C16orf46	36487	C16orf46	
C16orf58	36563	C16orf58	
C16orf71	36629	C16orf71	
C16orf74	36705	C16orf74	
C17orf100	36776	C17orf100	
C17orf75	36851	C17orf75	
C18orf21	36922	C18orf21	
C18orf32	36990	C18orf32	
C19orf38	37067	C19orf38	
C19orf44	37138	C19orf44	
C19orf53	37216	C19orf53	
C19orf54	37284	C19orf54	
C1GALT1	37355	C1GALT1	
C1GALT1C1	37421	C1GALT1C1	
C1QTNF1	37489	C1QTNF1	
C1orf105	37560	C1orf105	
C1orf109	37636	C1orf109	
C1orf112	37704	C1orf112	
C1orf198	37779	C1orf198	
C1orf21	37847	C1orf21	
C1orf210	37919	C1orf210	
C1orf50	37990	C1orf50	
C1orf52	38058	C1orf52	
C1orf68	38124	C1orf68	
C2	38192	C2	
C20orf204	38252	C20orf204	
C22orf39	38328	C22orf39	
C2CD2	38399	C2CD2	
C2CD2L	38460	C2CD2L	
C2CD3	38524	C2CD3	
C2CD4A	38589	C2CD4A	
C2CD4D	38662	C2CD4D	
C2orf16	38734	C2orf16	
C2orf42	38809	C2orf42	
C2orf49	38877	C2orf49	
C2orf76	38943	C2orf76	
C2orf92	39010	C2orf92	
C3orf35	39083	C3orf35	
C3orf38	39154	C3orf38	
C3orf52	39220	C3orf52	
C3orf62	39287	C3orf62	
C3orf67	39355	C3orf67	
C4orf36	39427	C4orf36	
C5orf15	39499	C5orf15	
C5orf22	39565	C5orf22	
C5orf24	39631	C5orf24	
C6orf132	39697	C6orf132	
C6orf136	39765	C6orf136	
C6orf141	39833	C6orf141	
C6orf223	39898	C6orf223	
C6orf226	39972	C6orf226	
C6orf52	40043	C6orf52	
C6orf89	40112	C6orf89	
C7orf26	40177	C7orf26	
C7orf61	40241	C7orf61	
C8orf33	40310	C8orf33	
C8orf44	40376	C8orf44	
C8orf44-SGK3	40451	C8orf44-SGK3	
C8orf48	40533	C8orf48	
C8orf58	40605	C8orf58	
C8orf76	40671	C8orf76	
C9orf43	40737	C9orf43	
C9orf78	40807	C9orf78	
CA12	40871	CA12	
CA3-AS1	40935	CA3-AS1	
CA5BP1-CA5B	41002	CA5BP1-CA5B	
CABIN1	41082	CABIN1	
CABLES2	41145	CABLES2	
CABYR	41214	CABYR	
CACFD1	41280	CACFD1	
CACNB1	41344	CACNB1	
CACNB3	41417	CACNB3	
CACTIN	41479	CACTIN	
CADM4	41543	CADM4	
CALB2	41605	CALB2	
CALML3	41670	CALML3	
CALML3-AS1	41733	CALML3-AS1	
CALML4	41804	CALML4	
CALML5	41876	CALML5	
CALU	41938	CALU	
CAMK1D	41998	CAMK1D	
CAMK2N1	42065	CAMK2N1	
CAMKK1	42130	CAMKK1	
CAMKK2	42199	CAMKK2	
CAMSAP1	42263	CAMSAP1	
CANT1	42328	CANT1	
CAP2	42390	CAP2	
CAPG	42454	CAPG	
CAPN10	42514	CAPN10	
CAPN10-DT	42578	CAPN10-DT	
CAPN2	42653	CAPN2	
CAPNS2	42715	CAPNS2	
CAPRIN1	42782	CAPRIN1	
CAPZA2	42846	CAPZA2	
CARD14	42910	CARD14	
CARD18	42977	CARD18	
CARD6	43039	CARD6	
CARMIL3	43102	CARMIL3	
CASC15	43176	CASC15	
CASC4	43249	CASC4	
CASC8	43310	CASC8	
CASKIN2	43379	CASKIN2	
CASP1	43445	CASP1	
CASP10	43506	CASP10	
CASP14	43573	CASP14	
CASP2	43640	CASP2	
CASP3	43702	CASP3	
CASP6	43763	CASP6	
CASP7	43821	CASP7	
CASP8AP2	43882	CASP8AP2	
CASP9	43950	CASP9	
CASQ2	44014	CASQ2	
CASTOR3	44083	CASTOR3	
CAT	44152	CAT	
CATSPERB	44210	CATSPERB	
CATSPERG	44284	CATSPERG	
CAV2	44361	CAV2	
CAVIN1	44421	CAVIN1	
CBARP	44485	CBARP	
CBFA2T2	44551	CBFA2T2	
CBFB	44618	CBFB	
CBLB	44678	CBLB	
CBLC	44740	CBLC	
CBLN3	44800	CBLN3	
CBR1	44865	CBR1	
CBR3-AS1	44925	CBR3-AS1	
CBR4	44996	CBR4	
CBSL	45056	CBSL	
CBX1	45124	CBX1	
CBX2	45184	CBX2	
CBX3P2	45249	CBX3P2	
CBX5	45316	CBX5	
CBX6	45375	CBX6	
CBX7	45435	CBX7	
CBY1	45500	CBY1	
CC2D2A	45560	CC2D2A	
CCAR1	45633	CCAR1	
CCAR2	45695	CCAR2	
CCBE1	45757	CCBE1	
CCDC102A	45827	CCDC102A	
CCDC103	45901	CCDC103	
CCDC121	45971	CCDC121	
CCDC122	46039	CCDC122	
CCDC125	46111	CCDC125	
CCDC13	46178	CCDC13	
CCDC134	46248	CCDC134	
CCDC142	46319	CCDC142	
CCDC146	46384	CCDC146	
CCDC149	46455	CCDC149	
CCDC15	46526	CCDC15	
CCDC154	46596	CCDC154	
CCDC163	46668	CCDC163	
CCDC183-AS1	46740	CCDC183-AS1	
CCDC186	46817	CCDC186	
CCDC189	46883	CCDC189	
CCDC28A	46952	CCDC28A	
CCDC3	47018	CCDC3	
CCDC32	47083	CCDC32	
CCDC33	47150	CCDC33	
CCDC43	47220	CCDC43	
CCDC50	47284	CCDC50	
CCDC51	47345	CCDC51	
CCDC57	47409	CCDC57	
CCDC59	47477	CCDC59	
CCDC65	47539	CCDC65	
CCDC66	47609	CCDC66	
CCDC77	47676	CCDC77	
CCDC8	47745	CCDC8	
CCDC80	47809	CCDC80	
CCDC82	47873	CCDC82	
CCDC85C	47939	CCDC85C	
CCDC87	48005	CCDC87	
CCDC88C	48071	CCDC88C	
CCDC90B	48143	CCDC90B	
CCDC91	48208	CCDC91	
CCDC92	48271	CCDC92	
CCDC93	48335	CCDC93	
CCDC96	48396	CCDC96	
CCDC97	48461	CCDC97	
CCL27	48525	CCL27	
CCN2	48592	CCN2	
CCN4	48648	CCN4	
CCNA1	48713	CCNA1	
CCNA2	48781	CCNA2	
CCNB2	48850	CCNB2	
CCND1	48918	CCND1	
CCND2	48979	CCND2	
CCNDBP1	49046	CCNDBP1	
CCNG1	49110	CCNG1	
CCNJ	49171	CCNJ	
CCNK	49233	CCNK	
CCNT1	49292	CCNT1	
CCNT2	49352	CCNT2	
CCNT2-AS1	49413	CCNT2-AS1	
CCNY	49487	CCNY	
CCNYL1	49546	CCNYL1	
CCP110	49610	CCP110	
CCPG1	49676	CCPG1	
CCR10	49737	CCR10	
CCR7	49806	CCR7	
CCS	49871	CCS	
CCSAP	49928	CCSAP	
CCT6B	49994	CCT6B	
CCZ1	50057	CCZ1	
CCZ1B	50115	CCZ1B	
CD109	50175	CD109	
CD151	50237	CD151	
CD163L1	50299	CD163L1	
CD164	50373	CD164	
CD248	50435	CD248	
CD27-AS1	50502	CD27-AS1	
CD274	50577	CD274	
CD2AP	50639	CD2AP	
CD36	50701	CD36	
CD46	50763	CD46	
CD5	50823	CD5	
CD55	50887	CD55	
CD58	50946	CD58	
CD59	51004	CD59	
CD63	51063	CD63	
CD70	51123	CD70	
CD79A	51187	CD79A	
CD99	51255	CD99	
CD99P1	51313	CD99P1	
CDA	51384	CDA	
CDC20	51440	CDC20	
CDC40	51508	CDC40	
CDC42BPB	51570	CDC42BPB	
CDC42BPG	51636	CDC42BPG	
CDC42EP3	51704	CDC42EP3	
CDC5L	51769	CDC5L	
CDC73	51830	CDC73	
CDCA2	51891	CDCA2	
CDCA5	51958	CDCA5	
CDCA7	52025	CDCA7	
CDCP1	52095	CDCP1	
CDH26	52157	CDH26	
CDHR1	52225	CDHR1	
CDHR2	52290	CDHR2	
CDIP1	52354	CDIP1	
CDIPT	52416	CDIPT	
CDK1	52478	CDK1	
CDK11A	52542	CDK11A	
CDK11B	52606	CDK11B	
CDK13	52669	CDK13	
CDK16	52731	CDK16	
CDK18	52792	CDK18	
CDK19	52859	CDK19	
CDK2AP2	52921	CDK2AP2	
CDK5	52986	CDK5	
CDK5RAP1	53045	CDK5RAP1	
CDK5RAP3	53112	CDK5RAP3	
CDK6	53180	CDK6	
CDK9	53240	CDK9	
CDKAL1	53300	CDKAL1	
CDKL3	53365	CDKL3	
CDKN1A	53430	CDKN1A	
CDKN1B	53493	CDKN1B	
CDKN2A	53557	CDKN2A	
CDKN2AIP	53624	CDKN2AIP	
CDKN2AIPNL	53689	CDKN2AIPNL	
CDKN2B	53762	CDKN2B	
CDKN2B-AS1	53826	CDKN2B-AS1	
CDKN2D	53904	CDKN2D	
CDNF	53968	CDNF	
CDPF1	54031	CDPF1	
CDR2	54100	CDR2	
CDR2L	54160	CDR2L	
CDRT4	54224	CDRT4	
CDS2	54292	CDS2	
CDSN	54354	CDSN	
CDT1	54414	CDT1	
CDYL	54482	CDYL	
CEACAM7	54540	CEACAM7	
CEBPA	54610	CEBPA	
CEBPA-DT	54671	CEBPA-DT	
CEBPB	54747	CEBPB	
CEBPD	54807	CEBPD	
CEBPZ	54870	CEBPZ	
CEBPZOS	54932	CEBPZOS	
CECR7	54997	CECR7	
CEL	55064	CEL	
CELF1	55128	CELF1	
CELSR2	55190	CELSR2	
CEMIP	55254	CEMIP	
CEMIP2	55321	CEMIP2	
CENPBD1	55384	CENPBD1	
CENPBD1P1	55449	CENPBD1P1	
CENPC	55519	CENPC	
CENPF	55583	CENPF	
CENPK	55652	CENPK	
CENPM	55723	CENPM	
CENPQ	55793	CENPQ	
CENPW	55858	CENPW	
CEP104	55929	CEP104	
CEP120	55993	CEP120	
CEP135	56059	CEP135	
