ProbeID	Name	GSM3722267	GSM3722268	GSM3722269	GSM3722270	GSM3722271	GSM3722272	GSM3722273	GSM3722274	GSM3722275	GSM3722276	GSM3722277	GSM3722278
ENSG00000006071	ABCC8	5.855491443101874	4.321928094887363	4.321928094887363	5.442943495848728	4.739308070860385	4.321928094887363	4.321928094887363	5.394033895367782	4.321928094887363	4.92837032301897	5.115199749385445	4.321928094887363
ENSG00000111271	ACAD10	7.756689744797454	7.7247866774477085	7.858913470679299	6.725741156503952	7.344118334521428	7.3723427230174945	6.637204481902295	7.883742990570445	6.9282518702876015	6.949885059226931	6.827183895819525	6.418527302101609
ENSG00000102794	ACOD1	4.321928094887363	4.321928094887363	4.321928094887363	6.644433152406245	5.324090516037983	5.473786911614368	4.321928094887363	4.321928094887363	4.536052900240209	8.505811553919594	6.73308313184512	6.652916657931108
ENSG00000184227	ACOT1	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363
ENSG00000162390	ACOT11	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.40735275114004	4.321928094887363	4.321928094887363
ENSG00000161533	ACOX1	8.09892690816006	7.899840258089369	8.468949808826629	7.839707698350369	8.349037902120875	8.174126737420929	7.637276948187609	7.968609199429222	7.903460119581705	7.889351852594645	8.01886780986485	7.898692072560488
ENSG00000075624	ACTB	14.141560357435548	13.844389968702224	13.713134085666695	13.669367869535527	14.042647757020644	14.18893108976211	13.130480471988234	13.54432333398481	13.535679984171853	15.147393359904548	15.402635051602665	15.1052824303052
ENSG00000135074	ADAM19	4.321928094887363	4.321928094887363	4.495695162624068	5.995258373404689	5.987093437058145	5.929317594911761	4.90544717873885	5.883620816285672	5.428946344769483	8.40731025831819	8.0646888815763	8.418442970957882
ENSG00000151651	ADAM8	9.255854754263629	8.77059782637643	9.062801701503002	9.846524656757284	8.662063046428036	9.421244341881492	9.673627087181249	9.031632288028169	9.692859562385767	8.852435875535619	9.045240907660212	9.102946767459565
ENSG00000154734	ADAMTS1	7.125568451778029	7.385258455694315	5.495375380944628	6.705839705883682	7.024696440093995	6.453023646529056	6.268097485847248	7.424334278459754	5.611172380044005	7.7663963932096935	8.500523236770313	7.958262697329544
