ArrayID	Name	BitVector
VRK2	VRK2:VRK2	111101111111
VTCN1	VTCN1:VTCN1	111111111111
VWA5A	VWA5A:VWA5A	222101111011
WAS	WAS:WAS	111111010111
XCR1	XCR1:XCR1	111111111111
YAP1	YAP1:YAP1	200001010000
YES1	YES1:YES1	100100201120
ZFP92	ZFP92:ZFP92	111100010122
ZNF148	ZNF148:ZNF148	111111111111
ZNRF2	ZNRF2:ZNRF2	111111111111
ABCF1	ABCF1:ABCF1	110111111111
AGK	AGK:AGK	110111211221
ALAS1	ALAS1:ALAS1	210111111111
AMMECR1L	AMMECR1L:AMMECR1L	111111111111
CC2D1B	CC2D1B:CC2D1B	111111111121
CNOT10	CNOT10:CNOT10	111111111111
CNOT4	CNOT4:CNOT4	111111111111
COG7	COG7:COG7	111111111111
DDX50	DDX50:DDX50	111111111111
DHX16	DHX16:DHX16	111111011111
DNAJC14	DNAJC14:DNAJC14	111111111111
EDC3	EDC3:EDC3	111111111111
EIF2B4	EIF2B4:EIF2B4	111111111111
ERCC3	ERCC3:ERCC3	111111111111
FCF1	FCF1:FCF1	111111111111
G6PD	G6PD:G6PD	100111000222
GPATCH3	GPATCH3:GPATCH3	111101101111
GUSB	GUSB:GUSB	111111111111
HDAC3	HDAC3:HDAC3	111111111111
HPRT1	HPRT1:HPRT1	000222122211
MRPS5	MRPS5:MRPS5	111111111111
MTMR14	MTMR14:MTMR14	111111111011
NOL7	NOL7:NOL7	111111111112
NUBP1	NUBP1:NUBP1	111011111112
POLR2A	POLR2A:POLR2A	100211111101
PPIA	PPIA:PPIA	100121111111
PRPF38A	PRPF38A:PRPF38A	111111111111
SAP130	SAP130:SAP130	111111111111
SDHA	SDHA:SDHA	112111111111
SF3A3	SF3A3:SF3A3	111111111111
TBP	TBP:TBP	111111111111
TLK2	TLK2:TLK2	111111111111
TMUB2	TMUB2:TMUB2	121111111111
TRIM39	TRIM39:TRIM39	111111111111
TUBB	TUBB:TUBB	000121011212
USP39	USP39:USP39	111111111111
ZC3H14	ZC3H14:ZC3H14	111111111111
ZKSCAN5	ZKSCAN5:ZKSCAN5	111111111111
ZNF143	ZNF143:ZNF143	111111111111
ZNF346	ZNF346:ZNF346	111111111111
ARG1	ARG1:ARG1	111111111111
ERCC_00096.1	ERCC_00096.1:ERCC_00096.1	101112111110
ERCC_00041.1	ERCC_00041.1:ERCC_00041.1	110111211101
ERCC_00019.1	ERCC_00019.1:ERCC_00019.1	101111111211
ERCC_00076.1	ERCC_00076.1:ERCC_00076.1	211111211110
ERCC_00098.1	ERCC_00098.1:ERCC_00098.1	111111111111
ERCC_00126.1	ERCC_00126.1:ERCC_00126.1	111101111111
ERCC_00144.1	ERCC_00144.1:ERCC_00144.1	111101111111
ERCC_00154.1	ERCC_00154.1:ERCC_00154.1	212201222211
ERCC_00117.1	ERCC_00117.1:ERCC_00117.1	111111111111
ERCC_00112.1	ERCC_00112.1:ERCC_00112.1	111111111111
ERCC_00002.1	ERCC_00002.1:ERCC_00002.1	111111111111
ERCC_00092.1	ERCC_00092.1:ERCC_00092.1	111111111111
ERCC_00035.1	ERCC_00035.1:ERCC_00035.1	111111111111
ERCC_00034.1	ERCC_00034.1:ERCC_00034.1	111111111111
