ProbeID	min	0.5%	1%	2.5%	97.5%	99%	99.5%	max	mean	sd	thr	thrNum	pval	Perc -1.00	Perc -0.95	Perc -0.90	Perc -0.85	Perc -0.80	Perc -0.75	Perc -0.70	Perc -0.65	Perc -0.60	Perc -0.55	Perc -0.50	Perc -0.45	Perc -0.40	Perc -0.35	Perc -0.30	Perc -0.25	Perc -0.20	Perc -0.15	Perc -0.10	Perc -0.05	Perc 0.00	Perc 0.05	Perc 0.10	Perc 0.15	Perc 0.20	Perc 0.25	Perc 0.30	Perc 0.35	Perc 0.40	Perc 0.45	Perc 0.50	Perc 0.55	Perc 0.60	Perc 0.65	Perc 0.70	Perc 0.75	Perc 0.80	Perc 0.85	Perc 0.90	Perc 0.95	Perc 1.00	Expr -1.00	Expr -0.95	Expr -0.90	Expr -0.85	Expr -0.80	Expr -0.75	Expr -0.70	Expr -0.65	Expr -0.60	Expr -0.55	Expr -0.50	Expr -0.45	Expr -0.40	Expr -0.35	Expr -0.30	Expr -0.25	Expr -0.20	Expr -0.15	Expr -0.10	Expr -0.05	Expr 0.00	Expr 0.05	Expr 0.10	Expr 0.15	Expr 0.20	Expr 0.25	Expr 0.30	Expr 0.35	Expr 0.40	Expr 0.45	Expr 0.50	Expr 0.55	Expr 0.60	Expr 0.65	Expr 0.70	Expr 0.75	Expr 0.80	Expr 0.85	Expr 0.90	Expr 0.95	Expr 1.00	Abs 1.00	Abs 1.20	Abs 1.40	Abs 1.60	Abs 1.80	Abs 2.00	Abs 2.20	Abs 2.40	Abs 2.60	Abs 2.80	Abs 3.00	Abs 3.20	Abs 3.40	Abs 3.60	Abs 3.80	Abs 4.00	Abs 4.20	Abs 4.40	Abs 4.60	Abs 4.80	Abs 5.00	Abs 5.20	Abs 5.40	Abs 5.60	Abs 5.80	Abs 6.00	Abs 6.20	Abs 6.40	Abs 6.60	Abs 6.80	Abs 7.00	Abs 7.20	Abs 7.40	Abs 7.60	Abs 7.80	Abs 8.00	Abs 8.20	Abs 8.40	Abs 8.60	Abs 8.80	Abs 9.00	Abs 9.20	Abs 9.40	Abs 9.60	Abs 9.80	Abs 10.00	Abs 10.20	Abs 10.40	Abs 10.60	Abs 10.80	Abs 11.00	Abs 11.20	Abs 11.40	Abs 11.60	Abs 11.80	Abs 12.00	Abs 12.20	Abs 12.40	Abs 12.60	Abs 12.80	Abs 13.00	Abs 13.20	Abs 13.40	Abs 13.60	Abs 13.80	Abs 14.00	Abs 14.20	Abs 14.40	Abs 14.60	Abs 14.80	Abs 15.00	Abs 15.20	Abs 15.40	Abs 15.60	Abs 15.80	Abs 16.00
IFNGR1	10.096346198993176	10.096346198993176	10.096346198993176	10.096346198993176	11.094176677818202	11.094176677818202	11.094176677818202	11.474760499576783	10.7568492192836	0.372494643520062	10.6430204125048	8	0.505665722379603	10.10	10.10	10.10	10.10	10.10	10.10	10.10	10.31	10.31	10.31	10.31	10.31	10.31	10.31	10.39	10.39	10.39	10.39	10.39	10.39	10.64	10.77	10.77	10.81	10.81	10.81	10.87	10.87	10.87	10.87	10.87	10.87	10.95	10.95	10.95	11.04	11.04	11.04	11.09	11.09	11.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCN1	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	9.136914234630144	9.136914234630144	9.136914234630144	9.73668942688762	6.31022205547278	2.01484780430863	6.62183771634958	5	0.192634560906516	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	5.75	5.75	5.75	6.62	6.91	6.91	6.91	6.91	8.05	8.05	8.05	8.05	8.05	8.62	8.62	8.62	8.62	8.62	9.14	9.14	9.14	9.14	9.14	9.74	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP2	8.989678327317788	8.989678327317788	8.989678327317788	8.989678327317788	10.239192751499452	10.239192751499452	10.239192751499452	10.406428249721388	9.75452540108436	0.39812591927269	9.69722178235969	7	0.573654390934844	8.99	8.99	8.99	8.99	8.99	9.39	9.39	9.39	9.39	9.39	9.42	9.42	9.42	9.42	9.42	9.43	9.43	9.43	9.43	9.43	9.70	9.75	9.75	9.75	9.80	9.80	9.80	9.89	9.89	9.89	10.09	10.09	10.09	10.09	10.11	10.11	10.11	10.24	10.24	10.24	10.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPB	8.682994583681683	8.682994583681683	8.682994583681683	8.682994583681683	10.365556945763794	10.365556945763794	10.365556945763794	10.408573884831872	9.45717369592944	0.582672356978378	9.45717369592944	6	0.488668555240793	8.68	8.68	8.68	8.68	8.89	8.89	8.89	8.89	8.90	8.90	8.90	8.90	8.91	8.91	8.91	8.91	9.08	9.08	9.08	9.08	9.46	9.56	9.56	9.56	9.59	9.59	9.59	9.59	9.64	9.64	9.64	9.64	10.21	10.21	10.21	10.21	10.37	10.37	10.37	10.37	10.41	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIP1	9.268565392004138	9.268565392004138	9.268565392004138	9.268565392004138	11.377470842849648	11.377470842849648	11.377470842849648	11.986208255357912	10.67739561055	0.824058831163662	10.5527881787706	7	0.296033994334278	9.27	9.27	9.27	9.27	9.27	9.48	9.48	9.48	9.48	9.48	9.80	9.80	9.80	9.80	9.80	10.04	10.04	10.04	10.04	10.04	10.55	10.90	10.90	10.90	10.93	10.93	10.93	11.27	11.27	11.27	11.30	11.30	11.30	11.30	11.34	11.34	11.34	11.38	11.38	11.38	11.99	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CX3CL1	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.32192809488736	5.96046447753906e-08	4.32192809488736	12	0.898016997167139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN8	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.32192809488736	5.96046447753906e-08	4.32192809488736	12	0.89943342776204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNAB1	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.32192809488736	5.96046447753906e-08	4.32192809488736	12	0.900849858356941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL9	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	9.061182151444184	9.061182151444184	9.061182151444184	9.524130297304007	6.90676272098535	1.86984950870157	6.90676272098535	6	0.351274787535411	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	5.86	5.86	5.86	5.86	6.15	6.15	6.15	6.15	6.91	7.05	7.05	7.05	8.38	8.38	8.38	8.38	8.45	8.45	8.45	8.45	8.91	8.91	8.91	8.91	9.06	9.06	9.06	9.06	9.52	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGR2A	6.131548329729258	6.131548329729258	6.131548329729258	6.131548329729258	8.128149025286326	8.128149025286326	8.128149025286326	8.345449602532186	7.32664856241326	0.644628742677528	7.5250269532078	4	0.470254957507082	6.13	6.13	6.13	6.75	6.75	6.75	6.85	6.85	6.85	6.94	6.94	6.94	6.99	6.99	6.99	7.02	7.02	7.02	7.31	7.31	7.53	7.91	7.91	7.91	7.91	7.91	7.91	8.10	8.10	8.10	8.10	8.10	8.10	8.10	8.13	8.13	8.13	8.13	8.13	8.13	8.35	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOS2	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	5.290940402403678	5.290940402403678	5.290940402403678	5.5229345609434555	4.65993699304187	0.431513664248719	4.72753877267277	5	0.141643059490085	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.73	4.79	4.79	4.79	4.79	5.00	5.00	5.00	5.00	5.00	5.05	5.05	5.05	5.05	5.05	5.29	5.29	5.29	5.29	5.29	5.52	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDC3	7.992881703256784	7.992881703256784	7.992881703256784	7.992881703256784	8.792757764170151	8.792757764170151	8.792757764170151	8.817399417778596	8.46506311012402	0.250200959155071	8.46506311012402	6	0.582152974504249	7.99	7.99	7.99	7.99	8.16	8.16	8.16	8.16	8.20	8.20	8.20	8.20	8.33	8.33	8.33	8.33	8.39	8.39	8.39	8.39	8.47	8.52	8.52	8.52	8.58	8.58	8.58	8.58	8.65	8.65	8.65	8.65	8.70	8.70	8.70	8.70	8.79	8.79	8.79	8.79	8.82	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTMR14	7.955243047936764	7.955243047936764	7.955243047936764	7.955243047936764	8.812401956883232	8.812401956883232	8.812401956883232	8.839550245302433	8.43699673000662	0.300593790801194	8.48381399856071	5	0.162889518413598	7.96	7.96	7.96	7.96	8.09	8.09	8.09	8.21	8.21	8.21	8.22	8.22	8.22	8.22	8.23	8.23	8.23	8.33	8.33	8.33	8.48	8.59	8.59	8.59	8.59	8.78	8.78	8.78	8.78	8.78	8.80	8.80	8.80	8.80	8.80	8.81	8.81	8.81	8.81	8.81	8.84	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTB	7.328405658958568	7.328405658958568	7.328405658958568	7.328405658958568	11.668299989310247	11.668299989310247	11.668299989310247	13.140555006404623	9.60451934943949	1.69751862858445	10.4548546083632	3	0.490084985835694	7.33	7.33	7.33	8.01	8.01	8.02	8.02	8.02	8.13	8.13	8.80	8.80	8.80	9.11	9.11	9.61	9.61	9.61	9.64	9.64	10.45	11.66	11.66	11.66	11.66	11.66	11.66	11.66	11.66	11.66	11.67	11.67	11.67	11.67	11.67	11.67	11.67	11.67	11.67	11.67	13.14	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC_00154.1	2.0	2.0	2.0	2.0	4.857980995127573	4.857980995127573	4.857980995127573	4.954196310386876	4.03164999710444	0.809324971665583	3.64658406696736	9	0.719546742209632	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	3.17	3.17	3.17	3.17	3.17	3.17	3.17	3.17	3.17	3.17	3.65	3.81	3.81	3.91	3.91	4.17	4.17	4.17	4.32	4.32	4.39	4.39	4.39	4.58	4.58	4.75	4.75	4.75	4.86	4.86	4.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT1	10.944668142717758	10.944668142717758	10.944668142717758	10.944668142717758	13.48041281985178	13.48041281985178	13.48041281985178	13.547222307870161	11.9926455630307	0.946416326416158	12.2995614807356	4	0.18271954674221	10.94	10.94	10.94	11.09	11.09	11.09	11.13	11.13	11.13	11.15	11.15	11.15	11.47	11.47	11.47	11.70	11.70	11.70	11.77	11.77	12.30	12.40	12.40	12.40	12.40	12.40	12.40	13.45	13.45	13.45	13.45	13.45	13.45	13.45	13.48	13.48	13.48	13.48	13.48	13.48	13.55	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MARCKSL1	6.355615382757959	6.355615382757959	6.355615382757959	6.355615382757959	9.186956081970154	9.186956081970154	9.186956081970154	9.540147416491461	7.79055779160205	0.914514544211013	8.07315144601759	4	0.441926345609065	6.36	6.36	6.36	6.91	6.91	6.91	7.16	7.16	7.16	7.20	7.20	7.20	7.38	7.38	7.38	7.45	7.45	7.45	7.57	7.57	8.07	8.19	8.19	8.19	8.19	8.19	8.19	8.77	8.77	8.77	8.77	8.77	8.77	8.77	9.19	9.19	9.19	9.19	9.19	9.19	9.54	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CX3CR1	9.179734961139943	9.179734961139943	9.179734961139943	9.179734961139943	11.030329180523987	11.030329180523987	11.030329180523987	11.08429684446306	10.1695904597336	0.595918510348258	10.257351243849	5	0.460339943342776	9.18	9.18	9.18	9.18	9.33	9.33	9.33	9.75	9.75	9.75	9.85	9.85	9.85	9.85	9.89	9.89	9.89	10.05	10.05	10.05	10.26	10.46	10.46	10.46	10.46	10.58	10.58	10.58	10.58	10.58	10.77	10.77	10.77	10.77	10.77	11.03	11.03	11.03	11.03	11.03	11.08	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELL2	7.128149025286326	7.128149025286326	7.128149025286326	7.128149025286326	9.524561303430238	9.524561303430238	9.524561303430238	9.581916101739592	8.40149775515876	0.822158783911638	8.52661133706683	5	0.264872521246459	7.13	7.13	7.13	7.13	7.39	7.39	7.39	7.58	7.58	7.58	7.86	7.86	7.86	7.86	7.98	7.98	7.98	8.21	8.21	8.21	8.53	8.77	8.77	8.77	8.77	9.12	9.12	9.12	9.12	9.12	9.39	9.39	9.39	9.39	9.39	9.52	9.52	9.52	9.52	9.52	9.58	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFAIP8	8.495495307380992	8.495495307380992	8.495495307380992	8.495495307380992	9.760171036872558	9.760171036872558	9.760171036872558	9.920248632194525	9.32171884188419	0.387115696321922	9.13675658423823	9	0.695467422096317	8.50	8.50	8.50	8.50	8.50	8.50	8.50	8.50	8.50	8.50	8.82	8.82	8.82	8.82	8.82	8.82	8.82	8.82	8.82	8.82	9.14	9.21	9.21	9.30	9.30	9.36	9.36	9.36	9.38	9.38	9.45	9.45	9.45	9.49	9.49	9.69	9.69	9.69	9.76	9.76	9.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF2	7.770564791971694	7.770564791971694	7.770564791971694	7.770564791971694	9.220378327695228	9.220378327695228	9.220378327695228	9.574858391292778	8.70985028589872	0.515624898452068	8.55388913228117	8	0.543909348441926	7.77	7.77	7.77	7.77	7.77	7.77	7.77	7.94	7.94	7.94	7.94	7.94	7.94	7.94	8.24	8.24	8.24	8.24	8.24	8.24	8.55	8.69	8.69	8.72	8.72	8.72	8.80	8.80	8.80	9.01	9.01	9.01	9.01	9.01	9.01	9.16	9.16	9.16	9.22	9.22	9.57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1E	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	5.16430358309365	5.16430358309365	5.16430358309365	6.162894799374783	4.71352568247104	0.542431128750789	4.87363448290928	4	0.671388101983003	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.47	4.47	4.87	4.93	4.93	4.93	4.93	4.93	4.93	5.16	5.16	5.16	5.16	5.16	5.16	5.16	5.16	5.16	5.16	5.16	5.16	5.16	6.16	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETNLB	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.621758856709733	4.621758856709733	4.621758856709733	5.3529703382459335	4.45430202282324	0.289976630058359	4.86278762074264	1	0.117563739376771	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.58	4.58	4.86	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5.35	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZKSCAN5	5.867896463992655	5.867896463992655	5.867896463992655	5.867896463992655	6.4341277841880276	6.4341277841880276	6.4341277841880276	6.57788195949764	6.21622735303705	0.188016457924303	6.21622735303705	6	0.703966005665722	5.87	5.87	5.87	5.87	6.01	6.01	6.01	6.01	6.08	6.08	6.08	6.08	6.12	6.12	6.12	6.12	6.13	6.13	6.13	6.13	6.22	6.24	6.24	6.24	6.28	6.28	6.28	6.28	6.30	6.30	6.30	6.30	6.39	6.39	6.39	6.39	6.43	6.43	6.43	6.43	6.58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	2	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREM2	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	6.89990066360117	6.89990066360117	6.89990066360117	7.210914816073921	4.95178333373891	1.00174275955086	5.79323309617837	2	0.101983002832861	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.54	4.54	5.20	5.20	5.79	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	6.90	7.21	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
