ProbeID	Name	GSM3722267	GSM3722268	GSM3722269	GSM3722270	GSM3722271	GSM3722272	GSM3722273	GSM3722274	GSM3722275	GSM3722276	GSM3722277	GSM3722278
ADORA3	ADORA3:ADORA3	6.291493053259274	6.162894799374783	4.554588851677638	4.995484518877507	4.321928094887363	4.321928094887363	4.683134985126093	4.646738698307846	4.321928094887363	4.883620816285672	5.012121672712218	4.321928094887363
AIF1	AIF1:AIF1	9.307178035558684	8.484822894262146	8.039796407620026	9.3432523510933	9.835529375484441	8.957276199465348	5.383358695385111	8.71276771612051	5.957450336347115	4.790772037862	5.064796645911805	4.321928094887363
AKAP13	AKAP13:AKAP13	10.123371329179074	9.825865110853563	10.116343961237469	10.49735289347705	9.669983424625032	9.87677783590758	10.461479447286157	9.416776419989459	10.381369903920268	9.531225485053607	10.327462823695152	9.971759079938906
ALCAM	ALCAM:ALCAM	7.638363505897863	7.414473836430928	7.05006629830629	7.902254507978609	8.036942844798256	7.955417430383145	6.621612353024318	7.518849828707692	7.3795516533654935	7.033533126726687	7.3234601446109435	7.039357765159702
ALOX15	ALOX15:ALOX15	5.160274831408593	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.560714954474479	4.793375711264754	4.321928094887363	4.321928094887363	5.064796645911805	4.321928094887363
ALOX5	ALOX5:ALOX5	8.447496546665391	7.7247866774477085	7.561555262959742	7.135863165368679	5.511910748670928	6.344473459456363	6.185470146066942	6.048759311919856	5.456477629351817	6.0736060405749415	5.505255800932163	4.693765712217783
ANGPT1	ANGPT1:ANGPT1	6.194362890727586	6.57788195949764	4.321928094887363	5.059614856297223	5.9356954630318395	4.770829046032491	4.683134985126093	5.511910748670928	4.372255648445788	4.7420062108667365	5.3015876466031875	4.321928094887363
ANGPT2	ANGPT2:ANGPT2	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363
ANOS1	ANOS1:ANOS1	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363
ANXA1	ANXA1:ANXA1	12.693199435273337	12.478805003993777	12.323614948823284	12.916635251559246	11.613204718448095	12.098055118509484	12.662241110762311	11.872763362853009	12.252579695976115	11.912354212644514	12.259802099972305	12.121925219321742
ANXA4	ANXA4:ANXA4	8.876547641877623	8.213541701926564	8.557961426893197	8.250156273461576	7.654134757071992	8.483976963236257	7.357552004618085	7.770102230864503	7.236301266827087	7.638653116466113	8.396904419656275	7.818262608304474
AOAH	AOAH:AOAH	11.937314963508033	12.521291257658559	11.711013010084338	10.905499828685738	11.28550047599574	10.86749497329612	11.312412187885364	11.608351860981626	10.923899398400415	10.549091545884242	11.569656274851289	10.29348314437035
APOE	APOE:APOE	6.698774108903683	4.321928094887363	4.3701642805402106	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363	4.321928094887363
AREG	AREG:AREG	4.321928094887363	4.321928094887363	4.321928094887363	6.317231700222607	4.321928094887363	5.988230223060458	5.77082904603249	4.321928094887363	5.728464765092534	5.241458871274651	4.321928094887363	4.733354340613828
ARF6	ARF6:ARF6	11.268857756307852	11.4588320788813	11.416327810114467	11.742309436084	11.595672418083955	11.980139577639159	12.003479261699376	11.565559097463174	11.744291463823645	12.216072847672084	12.320397237253466	12.235308223117416
ARHGEF28	ARHGEF28:ARHGEF28	5.575312330687437	4.321928094887363	6.449726433253184	5.705701496845794	5.061344188288391	5.473786911614368	5.004950759951045	5.12474169241965	4.898692072560488	4.790772037862	5.115199749385445	4.693765712217783
ARHGEF6	ARHGEF6:ARHGEF6	10.11230917613953	10.262435506744694	10.17847812256724	9.433752337647299	10.115732960999262	9.975604394162385	9.305104133304797	9.959581809093537	9.480063117679823	9.357464032726176	9.75119254764039	9.508052241313726
ATF3	ATF3:ATF3	7.5881899237958335	7.355527292692849	6.899175630480514	10.479881289556321	10.09386647972183	9.587590019409253	9.317254315656095	8.878265537895738	8.753651331123121	8.604849706264881	8.401988775084163	9.457339834533041
B4GALT4	B4GALT4:B4GALT4	7.275845146950131	7.525442506018121	7.241458871274651	7.393862339978925	7.529352462991249	7.534263969049433	7.712802100796454	7.282254452010579	7.688530077406879	7.49105137636412	7.376255649313362	7.568032104771279
BATF	BATF:BATF	6.95779854706707	7.4984902329086065	6.480426705191877	6.58029625988894	6.724104519866844	7.072320216032705	6.826039958896193	7.096767854714688	6.772941337831336	7.849561482178293	8.708566624862106	8.011506820396688
