ArrayID	Name	BitVector
ENSG00000282431	TRBD1: ENST00000632684.1	111111111111
ENSG00000237235	TRDD2: ENST00000434970.2	111111111111
ENSG00000228985	TRDD3: ENST00000448914.1	111111111111
ENSG00000223997	TRDD1: ENST00000415118.1	111111111111
ENSG00000282253	TRBD1: ENST00000631435.1	111111111111
ENSG00000211923	IGHD3-10: ENST00000390583.1	111111111111
ENSG00000211917	IGHD3-16: ENST00000390577.1	111111111111
ENSG00000227108	IGHD1-14: ENST00000451044.1	111111111111
ENSG00000211918	IGHD2-15: ENST00000390578.1	111111111111
ENSG00000211912	IGHD2-21: ENST00000390572.1	111111111111
ENSG00000282042	IGHD6-13: ENST00000632859.1	111111111111
ENSG00000282455	IGHD7-27: ENST00000632524.1	111111111111
ENSG00000211930	IGHD3-3: ENST00000390590.1	111111111111
ENSG00000211928	IGHD5-5: ENST00000390588.1	111111111111
ENSG00000227800	IGHD4-17: ENST00000431870.1	111111111111
ENSG00000232543	IGHD4-11: ENST00000431440.2	111111111111
ENSG00000211915	IGHD5-18: ENST00000390575.1	111111111111
ENSG00000211911	IGHD3-22: ENST00000390571.1	111111111111
ENSG00000227196	IGHD4-23: ENST00000437320.1	111111111111
ENSG00000211909	IGHD5-24: ENST00000390569.1	111111111111
ENSG00000211931	IGHD2-2: ENST00000390591.1	111111111111
ENSG00000233655	IGHD4-4: ENST00000414852.1	111111111111
ENSG00000211925	IGHD2-8: ENST00000390585.1	111111111111
ENSG00000211921	IGHD5-12: ENST00000390581.1	111111111111
ENSG00000211920	IGHD6-13: ENST00000390580.1	111111111111
ENSG00000211914	IGHD6-19: ENST00000390574.1	111111111111
ENSG00000225825	IGHD6-25: ENST00000452198.1	111111111111
ENSG00000270185	IGHD1OR15-1B: ENST00000604838.1	111111111111
ENSG00000228131	IGHD6-6: ENST00000454691.1	111111111111
ENSG00000237197	IGHD1-7: ENST00000430425.1	111111111111
ENSG00000211924	IGHD3-9: ENST00000390584.1	111111111111
ENSG00000236170	IGHD1-1: ENST00000454908.1	111111111111
ENSG00000282010	IGHD6-6: ENST00000632542.1	111111111111
ENSG00000282592	IGHD1-20: ENST00000632968.1	111111111111
ENSG00000282089	IGHD3OR15-3B: ENST00000603935.1	111111111111
ENSG00000270824	IGHD5OR15-5B: ENST00000604446.1	111111111111
ENSG00000271336	IGHD1OR15-1A: ENST00000605284.1	111111111111
ENSG00000282674	IGHD5-24: ENST00000632963.1	111111111111
ENSG00000282520	IGHD3OR15-3A: ENST00000604950.1	111111111111
ENSG00000237020	IGHD1-20: ENST00000450276.1	111111111111
ENSG00000211907	IGHD1-26: ENST00000390567.1	111111111111
ENSG00000236597	IGHD7-27: ENST00000439842.1	111111111111
ENSG00000282754	IGHD3-3: ENST00000633353.1	111111111111
ENSG00000282736	IGHD1-14: ENST00000631884.1	111111111111
ENSG00000282714	IGHD1-1: ENST00000633210.1	111111111111
ENSG00000282578	IGHD2-2: ENST00000631803.1	111111111111
ENSG00000271317	IGHD4OR15-4A: ENST00000603326.1	111111111111
ENSG00000282268	IGHD2OR15-2B: ENST00000604102.1	111111111111
ENSG00000270451	IGHD4OR15-4B: ENST00000603693.1	111111111111
ENSG00000282132	IGHD2-8: ENST00000633504.1	111111111111
ENSG00000281940	IGHD4-11: ENST00000634154.1	111111111111
ENSG00000282102	IGHD5-12: ENST00000631895.1	111111111111
ENSG00000282818	IGHD2-15: ENST00000632473.1	111111111111
ENSG00000282323	IGHD1-26: ENST00000633009.1	111111111111
ENSG00000282599	IGHD2OR15-2A: ENST00000603077.1	111111111111
ENSG00000282373	IGHD3-10: ENST00000632609.1	111111111111
ENSG00000281984	IGHD2-21: ENST00000632619.1	111111111111
ENSG00000282396	IGHD3-22: ENST00000633765.1	111111111111
ENSG00000282640	IGHD4-23: ENST00000633030.1	111111111111
ENSG00000281939	IGHD3-9: ENST00000632911.1	111111111111
ENSG00000282346	IGHD5-18: ENST00000631871.1	111111111111
ENSG00000282274	IGHD4-17: ENST00000633010.1	111111111111
ENSG00000270961	IGHD5OR15-5A: ENST00000604642.1	111111111111
ENSG00000282232	IGHD3-16: ENST00000633379.1	111111111111
ENSG00000282487	IGHD6-19: ENST00000633159.1	111111111111
ENSG00000282227	IGHD4-4: ENST00000634085.1	111111111111
ENSG00000282724	IGHD6-25: ENST00000634070.1	111111111111
ENSG00000282769	IGHD5-5: ENST00000633968.1	111111111111
ENSG00000282495	IGHD1-7: ENST00000632304.1	111111111111
ENSG00000211749	TRBV23-1: ENST00000390396.1	111111111111
ENSG00000211753	TRBV28: ENST00000390400.2	111111111111
ENSG00000275158	TRBV12-5: ENST00000621184.1	111111111111
ENSG00000211725	TRBV5-5: ENST00000390372.3	111111111111
ENSG00000253409	TRBV7-4: ENST00000390369.2	111111111111
ENSG00000211820	TRAV41: ENST00000390468.1	111111111111
ENSG00000211776	TRAV2: ENST00000390424.2	111111111111
ENSG00000211815	TRAV36DV7: ENST00000390463.3	111111111111
ENSG00000211792	TRAV14DV4: ENST00000390440.2	111111111111
ENSG00000211788	TRAV13-1: ENST00000390436.2	111111111111
ENSG00000211787	TRAV8-3: ENST00000390435.1	111111111111
ENSG00000282297	TRBV30: ENST00000631690.1	111011011002
ENSG00000282064	TRBV20-1: ENST00000633466.1	111111111111
ENSG00000275791	TRBV10-3: ENST00000611462.1	111111111111
ENSG00000278030	TRBV7-9: ENST00000612787.1	111111111111
ENSG00000211803	TRAV23DV6: ENST00000390451.2	111111111111
ENSG00000211724	TRBV6-6: ENST00000390371.3	111111111111
ENSG00000211716	TRBV9: ENST00000390363.2	111111111111
ENSG00000211800	TRAV20: ENST00000390448.3	111111111111
ENSG00000232869	TRBV29-1: ENST00000422143.2	111111111111
ENSG00000282499	TRBV25-1: ENST00000390398.3	111111111111
ENSG00000211731	TRBV5-7: ENST00000390378.1	111111111111
ENSG00000230099	TRBV5-4: ENST00000454561.2	111111111111
ENSG00000211713	TRBV6-4: ENST00000390360.3	111111111111
ENSG00000211777	TRAV3: ENST00000390425.2	111111111111
ENSG00000256553	TRAV1-2: ENST00000390423.2	111111111111
ENSG00000277880	TRBV17: ENST00000619103.1	111111111111
ENSG00000276819	TRBV15: ENST00000616518.1	111111111111
ENSG00000211714	TRBV7-3: ENST00000390361.3	111111111111
ENSG00000211706	TRBV6-1: ENST00000390353.2	111111111111
ENSG00000211710	TRBV4-1: ENST00000390357.3	111111111111
ENSG00000211810	TRAV29DV5: ENST00000390458.3	111111111111
ENSG00000211809	TRAV27: ENST00000390457.2	111111111111
ENSG00000237254	TRBV30: ENST00000417977.2	102000000012
ENSG00000276405	TRBV13: ENST00000614171.1	111111111111
ENSG00000253534	TRBV6-8: ENST00000390376.2	111111111111
ENSG00000211728	TRBV5-6: ENST00000390375.2	111111111111
ENSG00000211727	TRBV7-6: ENST00000390374.3	111111111111
ENSG00000253188	TRBV6-7: ENST00000390373.2	111111111111
ENSG00000211721	TRBV6-5: ENST00000390368.2	111111111111
ENSG00000229769	TRBV10-2: ENST00000426318.2	111111111111
ENSG00000211720	TRBV11-1: ENST00000390367.3	111111111111
ENSG00000282285	TRBV4-2: ENST00000632512.1	111111111111
ENSG00000256590	TRDV3: ENST00000535880.2	111111111111
ENSG00000211816	TRAV38-1: ENST00000390464.2	111111111111
ENSG00000211817	TRAV38-2DV8: ENST00000390465.2	111111111111
ENSG00000211812	TRAV26-2: ENST00000390460.1	111111111111
ENSG00000211807	TRAV26-1: ENST00000390455.3	111111111111
ENSG00000211805	TRAV24: ENST00000390453.1	111111111111
ENSG00000275743	TRBV14: ENST00000617639.1	111111111111
ENSG00000211799	TRAV19: ENST00000390447.3	111111111111
ENSG00000276953	TRBV12-4: ENST00000617347.1	111111111111
ENSG00000211783	TRAV9-1: ENST00000390431.3	111111111111
ENSG00000211747	TRBV20-1: ENST00000390394.3	111111111111
ENSG00000211819	TRAV40: ENST00000390467.3	111111111111
ENSG00000211802	TRAV22: ENST00000390450.3	111111111111
ENSG00000211801	TRAV21: ENST00000390449.3	111111111111
ENSG00000211796	TRAV16: ENST00000390444.1	111111111111
ENSG00000211794	TRAV12-3: ENST00000390442.3	111111111111
ENSG00000211790	TRAV8-4: ENST00000390438.2	111111111111
ENSG00000282605	TRBV12-5: ENST00000632829.1	111111111111
ENSG00000211750	TRBV24-1: ENST00000390397.2	111111111111
ENSG00000211715	TRBV5-3: ENST00000390362.1	111111111111
ENSG00000211734	TRBV5-1: ENST00000390381.3	111111111111
ENSG00000211752	TRBV27: ENST00000390399.3	111111111111
ENSG00000276557	TRBV18: ENST00000611520.1	111111111111
ENSG00000211717	TRBV10-1: ENST00000390364.3	111111111111
ENSG00000211793	TRAV9-2: ENST00000390441.2	111111111111
ENSG00000282252	TRBV14: ENST00000632432.1	111111111111
ENSG00000259092	TRAV30: ENST00000557168.1	111111111111
ENSG00000211808	TRAV8-7: ENST00000390456.3	111111111111
ENSG00000282939	TRBV7-2: ENST00000634605.1	111111111111
ENSG00000283063	TRBV6-2: ENST00000634383.1	111111111111
ENSG00000211745	TRBV4-2: ENST00000390392.3	111111111111
ENSG00000211806	TRAV25: ENST00000390454.2	111111111111
ENSG00000211804	TRDV1: ENST00000390452.2	111111111111
ENSG00000274752	TRBV12-3: ENST00000620569.1	111111111111
ENSG00000276597	TRBV11-3: ENST00000611787.1	111111111111
ENSG00000253291	TRBV7-7: ENST00000390377.1	111111111111
ENSG00000211818	TRAV39: ENST00000390466.1	111111111111
ENSG00000211813	TRAV34: ENST00000390461.2	111111111111
ENSG00000211798	TRAV18: ENST00000390446.3	111111111111
ENSG00000211795	TRAV8-6: ENST00000390443.3	111111111111
ENSG00000211789	TRAV12-2: ENST00000390437.2	111111111111
ENSG00000255569	TRAV1-1: ENST00000542354.1	111111111111
ENSG00000211746	TRBV19: ENST00000390393.3	111111111111
ENSG00000237702	TRBV3-1: ENST00000390387.3	111111111111
ENSG00000226660	TRBV2: ENST00000455382.2	111111111111
ENSG00000211707	TRBV7-1: ENST00000547918.2	111111111111
ENSG00000211791	TRAV13-2: ENST00000390439.2	111111111111
ENSG00000211785	TRAV12-1: ENST00000390433.1	111111111111
ENSG00000211784	TRAV10: ENST00000390432.2	111111111111
ENSG00000211782	TRAV8-1: ENST00000390430.2	111111111111
ENSG00000211781	TRAV7: ENST00000390429.3	111111111111
ENSG00000211779	TRAV5: ENST00000390427.3	111111111111
ENSG00000211778	TRAV4: ENST00000390426.2	111111111111
ENSG00000282497	TRBV15: ENST00000631835.1	111111111111
ENSG00000275243	TRBV16: ENST00000620773.1	111111111111
ENSG00000211821	TRDV2: ENST00000390469.2	111111111111
ENSG00000211797	TRAV17: ENST00000390445.2	111111111111
ENSG00000211786	TRAV8-2: ENST00000390434.3	111111111111
ENSG00000211780	TRAV6: ENST00000390428.3	111111111111
