ProbeID	Ptr	Name	Description
ENSG00000198429	3405129	ZNF69	ENST00000429654.6
ENSG00000204913	3405377	LRRC3C	ENST00000377924.4
ENSG00000213689	3405493	TREX1	ENST00000433541.1
ENSG00000177047	3405737	IFNW1	ENST00000380229.3
ENSG00000157368	3405853	IL34	ENST00000563721.2
ENSG00000184007	3406109	PTP4A2	ENST00000602725.5
ENSG00000131747	3406351	TOP2A	ENST00000423485.5
ENSG00000103723	3406596	AP3B2	ENST00000642989.1
ENSG00000114738	3406852	MAPKAPK3	ENST00000486712.5
ENSG00000055211	3407099	GINM1	ENST00000650599.1
ENSG00000148516	3407343	ZEB1	ENST00000488625.6
ENSG00000266202	3407587	AC005697.1	ENST00000582441.1
ENSG00000196730	3407657	DAPK1	ENST00000358077.9
ENSG00000198917	3407900	SPOUT1	ENST00000361256.9
ENSG00000166128	3408145	RAB8B	ENST00000321437.8
ENSG00000204480	3408390	PRAMEF19	ENST00000376101.3
ENSG00000159459	3408458	UBR1	ENST00000290650.8
ENSG00000125246	3408701	CLYBL	ENST00000376355.7
ENSG00000229381	3408945	TRIM10	ENST00000456988.6
ENSG00000258728	3409087	AL162231.3	ENST00000556278.1
ENSG00000177508	3409174	IRX3	ENST00000329734.3
ENSG00000113456	3409337	RAD1	ENST00000382038.6
ENSG00000203952	3409580	CCDC160	ENST00000517294.5
ENSG00000006652	3409697	IFRD1	ENST00000432734.1
ENSG00000101746	3409939	NOL4	ENST00000261592.9
ENSG00000197233	3410020	OR1J2	ENST00000335302.5
ENSG00000241713	3410102	LY6G5B	ENST00000455499.5
ENSG00000141198	3410274	TOM1L1	ENST00000570371.5
ENSG00000171757	3410520	LRRC34	ENST00000446859.5
ENSG00000229496	3410776	DDX39B	ENST00000460187.5
ENSG00000173120	3411021	KDM2A	ENST00000398645.6
ENSG00000104918	3411263	RETN	ENST00000221515.5
ENSG00000109756	3411327	RAPGEF2	ENST00000644474.1
ENSG00000103023	3411569	PRSS54	ENST00000567164.5
ENSG00000011523	3411685	CEP68	ENST00000475851.1
ENSG00000225691	3411933	HLA-C	ENST00000475452.5
ENSG00000204689	3412182	OR10C1	ENST00000391549.2
ENSG00000124208	3412248	TMEM189-UBE2V1	ENST00000341698.2
ENSG00000109787	3412451	KLF3	ENST00000261438.9
ENSG00000198502	3412694	HLA-DRB5	ENST00000374975.3
ENSG00000131095	3412793	GFAP	ENST00000639277.1
ENSG00000196415	3413049	PRTN3	ENST00000234347.9
ENSG00000173040	3413262	EVC2	ENST00000475313.5
ENSG00000110025	3413442	SNX15	ENST00000377244.7
ENSG00000226651	3413686	CLIC1	ENST00000456863.6
ENSG00000182938	3413929	OTOP3	ENST00000328801.5
ENSG00000133678	3414180	TMEM254	ENST00000472622.5
ENSG00000112996	3414425	MRPS30	ENST00000507110.5
ENSG00000123444	3414667	KBTBD4	ENST00000526005.5
ENSG00000137486	3414911	ARRB1	ENST00000420843.6
ENSG00000177613	3415156	CSTF2T	ENST00000331173.5
ENSG00000020256	3415402	ZFP64	ENST00000371518.6
ENSG00000229432	3415645	C6orf15	ENST00000452899.2
ENSG00000127920	3415762	GNG11	ENST00000248564.5
ENSG00000131100	3415878	ATP6V1E1	ENST00000253413.9
ENSG00000177885	3416126	GRB2	ENST00000581959.1
ENSG00000177182	3416370	CLVS1	ENST00000522621.1
ENSG00000186468	3416600	RPS23	ENST00000296674.12
ENSG00000229185	3416845	OR2H2	ENST00000439874.4
ENSG00000145439	3416926	CBR4	ENST00000510042.5
ENSG00000126903	3417169	SLC10A3	ENST00000369649.8
ENSG00000139746	3417414	RBM26	ENST00000449987.6
ENSG00000244693	3417658	CTAGE8	ENST00000487179.1
ENSG00000276887	3417879	TTYH1	ENST00000616770.4
ENSG00000136810	3418138	TXN	ENST00000374515.9
ENSG00000134278	3418377	SPIRE1	ENST00000409402.8
ENSG00000154975	3418621	CA10	ENST00000570565.5
ENSG00000183269	3418685	OR52E8	ENST00000537935.1
ENSG00000006125	3418751	AP2B1	ENST00000589774.5
ENSG00000106852	3418996	LHX6	ENST00000373755.6
ENSG00000164713	3419256	BRI3	ENST00000456357.6
ENSG00000281988	3419498	GRK1	ENST00000633083.1
ENSG00000175445	3419579	LPL	ENST00000520959.5
ENSG00000055332	3419810	EIF2AK2	ENST00000233057.8
ENSG00000180628	3420057	PCGF5	ENST00000496708.1
ENSG00000167977	3420301	KCTD5	ENST00000301738.8
ENSG00000182180	3420546	MRPS16	ENST00000479005.1
ENSG00000163331	3420789	DAPL1	ENST00000309950.7
ENSG00000064601	3421009	CTSA	ENST00000606788.5
ENSG00000186998	3421253	EMID1	ENST00000334018.10
ENSG00000185049	3421482	NELFA	ENST00000382882.7
ENSG00000244355	3421727	LY6G6D	ENST00000375825.7
ENSG00000132465	3421909	JCHAIN	ENST00000254801.8
ENSG00000177710	3422007	SLC35G5	ENST00000382435.4
ENSG00000070729	3422224	CNGB1	ENST00000251102.12
ENSG00000183496	3422447	MEX3B	ENST00000329713.4
ENSG00000125398	3422695	SOX9	ENST00000245479.2
ENSG00000164736	3422939	SOX17	ENST00000297316.4
ENSG00000169299	3423004	PGM2	ENST00000381967.8
ENSG00000033100	3423248	CHPF2	ENST00000482173.5
ENSG00000135049	3423492	AGTPBP1	ENST00000337006.8
ENSG00000272410	3423739	AC022384.1	ENST00000437082.5
ENSG00000005469	3423906	CROT	ENST00000419147.6
ENSG00000181333	3424147	HEPHL1	ENST00000315765.9
ENSG00000196739	3424315	COL27A1	ENST00000356083.7
ENSG00000101463	3424566	SYNDIG1	ENST00000376862.3
ENSG00000072849	3424633	DERL2	ENST00000158771.8
ENSG00000160194	3424878	NDUFV3	ENST00000460259.1
ENSG00000129625	3425122	REEP5	ENST00000379638.8
ENSG00000213413	3425366	PVRIG	ENST00000471803.1
ENSG00000170379	3425605	TCAF2	ENST00000357344.9
ENSG00000167703	3425860	SLC43A2	ENST00000301335.9
ENSG00000197958	3426114	RPL12	ENST00000361436.9
ENSG00000185862	3426358	EVI2B	ENST00000330927.4
ENSG00000110046	3426579	ATG2A	ENST00000418259.5
ENSG00000166569	3426823	CPLX4	ENST00000587244.5
ENSG00000023191	3426956	RNH1	ENST00000534797.5
ENSG00000128739	3427199	SNRPN	ENST00000400098.6
ENSG00000156218	3427444	ADAMTSL3	ENST00000286744.9
ENSG00000180879	3427627	SSR4	ENST00000320857.7
ENSG00000137558	3427870	PI15	ENST00000649643.1
ENSG00000168993	3427934	CPLX1	ENST00000304062.10
ENSG00000153922	3428189	CHD1	ENST00000614616.4
ENSG00000160193	3428433	WDR4	ENST00000330317.6
ENSG00000106003	3428675	LFNG	ENST00000402506.5
ENSG00000157303	3428919	SUSD3	ENST00000375472.7
ENSG00000138315	3429166	OIT3	ENST00000334011.9
ENSG00000161513	3429410	FDXR	ENST00000583881.5
ENSG00000034510	3429651	TMSB10	ENST00000233143.5
ENSG00000228867	3429897	NRM	ENST00000493410.5
ENSG00000285329	3430141	AC025283.3	ENST00000576906.1
ENSG00000169807	3430385	PRY2	ENST00000303804.5
ENSG00000222036	3430449	POTEM	ENST00000552966.5
ENSG00000090776	3430514	EFNB1	ENST00000204961.4
ENSG00000163072	3430759	NOSTRIN	ENST00000458381.6
ENSG00000123143	3431006	PKN1	ENST00000585619.5
ENSG00000171241	3431248	SHCBP1	ENST00000303383.7
ENSG00000276495	3431494	APBA2	ENST00000632247.1
ENSG00000166171	3431724	DPCD	ENST00000470165.1
ENSG00000165424	3431966	ZCCHC24	ENST00000372336.3
ENSG00000085741	3432218	WNT11	ENST00000322563.7
ENSG00000147613	3432469	PSKH2	ENST00000276616.2
ENSG00000275571	3432534	TTC34	ENST00000630731.1
ENSG00000272765	3432791	NDUFA6	ENST00000605916.1
ENSG00000145736	3433039	GTF2H2	ENST00000274400.9
ENSG00000183579	3433289	ZNRF3	ENST00000544604.6
ENSG00000136159	3433539	NUDT15	ENST00000258662.2
ENSG00000120889	3433785	TNFRSF10B	ENST00000523752.5
ENSG00000165644	3434030	COMTD1	ENST00000372538.7
ENSG00000120948	3434275	TARDBP	ENST00000473118.5
ENSG00000141385	3434519	AFG3L2	ENST00000269143.7
ENSG00000108506	3434763	INTS2	ENST00000444766.7
ENSG00000281484	3435005	BTG3	ENST00000627237.2
ENSG00000234347	3435255	OR11A1	ENST00000418485.5
ENSG00000242022	3435428	OR12D3	ENST00000505384.5
ENSG00000227446	3435494	OR12D2	ENST00000443442.2
ENSG00000229412	3435560	OR10C1	ENST00000377138.1
ENSG00000107262	3435626	BAG1	ENST00000493917.5
ENSG00000099622	3435870	CIRBP	ENST00000588030.5
ENSG00000100344	3436114	PNPLA3	ENST00000216180.7
ENSG00000171053	3436369	PATE1	ENST00000305738.9
ENSG00000105649	3436434	RAB3A	ENST00000222256.8
ENSG00000161955	3436676	TNFSF13	ENST00000483039.5
ENSG00000007264	3436921	MATK	ENST00000395040.6
ENSG00000237649	3437175	KIFC1	ENST00000428849.6
ENSG00000275338	3437423	RAB11FIP3	ENST00000611004.4
ENSG00000172318	3437671	B3GALT1	ENST00000392690.3
ENSG00000168887	3437912	C2orf68	ENST00000306336.5
ENSG00000183617	3438159	MRPL54	ENST00000330133.4
ENSG00000167346	3438404	MMP26	ENST00000477339.5
ENSG00000163975	3438469	MELTF	ENST00000469783.1
ENSG00000092439	3438713	TRPM7	ENST00000561267.5
ENSG00000148737	3438957	TCF7L2	ENST00000627217.2
ENSG00000007923	3439202	DNAJC11	ENST00000465508.5
ENSG00000136160	3439444	EDNRB	ENST00000377211.8
ENSG00000185808	3439543	PIGP	ENST00000360525.8
ENSG00000065809	3439786	FAM107B	ENST00000378470.5
ENSG00000176925	3440033	OR51F2	ENST00000322110.7
ENSG00000156206	3440099	CFAP161	ENST00000560091.5
ENSG00000172171	3440294	TEFM	ENST00000579183.1
ENSG00000225180	3440538	PVALEF	ENST00000414089.5
ENSG00000111254	3440655	AKAP3	ENST00000545990.6
ENSG00000167930	3440910	FAM234A	ENST00000399932.7
ENSG00000151079	3441156	KCNA6	ENST00000280684.3
ENSG00000123584	3441255	MAGEA9	ENST00000243314.5
ENSG00000196260	3441321	SFTA2	ENST00000474914.1
ENSG00000175787	3441511	ZNF169	ENST00000395395.6
ENSG00000185775	3441759	SPATA31A6	ENST00000332857.6
ENSG00000174206	3441828	C12orf66	ENST00000311915.12
ENSG00000128573	3442079	FOXP2	ENST00000412402.5
ENSG00000122550	3442337	KLHL7	ENST00000479288.5
ENSG00000235169	3442580	SMIM1	ENST00000642557.1
ENSG00000111879	3442826	FAM184A	ENST00000521043.5
ENSG00000184574	3443036	LPAR5	ENST00000329858.8
ENSG00000198858	3443279	R3HDM4	ENST00000361574.9
ENSG00000271741	3443522	AC114490.2	ENST00000487874.1
ENSG00000285733	3443769	AL031315.1	ENST00000648086.1
ENSG00000091513	3443986	TF	ENST00000402696.8
ENSG00000227458	3444238	TRIM40	ENST00000431397.5
ENSG00000168329	3444356	CX3CR1	ENST00000399220.2
ENSG00000228712	3444521	HSD17B8	ENST00000427295.2
ENSG00000144867	3444769	SRPRB	ENST00000466490.6
ENSG00000111981	3445013	ULBP1	ENST00000229708.3
ENSG00000243570	3445265	CFB	ENST00000424727.5
ENSG00000130545	3445507	CRB3	ENST00000598494.5
ENSG00000171681	3445751	ATF7IP	ENST00000539659.5
ENSG00000182359	3445995	KBTBD3	ENST00000534815.1
ENSG00000154917	3446240	RAB6B	ENST00000285208.8
ENSG00000168334	3446484	XIRP1	ENST00000396251.1
ENSG00000079156	3446549	OSBPL6	ENST00000392505.6
ENSG00000283988	3446806	TAF11L9	ENST00000639969.1
ENSG00000283967	3446873	TAF11L8	ENST00000640803.1
ENSG00000284465	3446940	TAF11L7	ENST00000640846.1
ENSG00000205718	3447007	MBD3L4	ENST00000381394.8
ENSG00000206557	3447090	TRIM71	ENST00000383763.5
ENSG00000160298	3447331	C21orf58	ENST00000491666.5
ENSG00000109851	3447579	DBX1	ENST00000524983.2
ENSG00000188486	3447643	H2AFX	ENST00000530167.1
ENSG00000147679	3447887	UTP23	ENST00000309822.6
ENSG00000105290	3448131	APLP1	ENST00000537454.6
ENSG00000197771	3448378	MCMBP	ENST00000360003.7
ENSG00000170423	3448622	KRT78	ENST00000359499.8
ENSG00000104728	3448802	ARHGEF10	ENST00000349830.7
ENSG00000149823	3449050	VPS51	ENST00000528588.5
ENSG00000167768	3449292	KRT1	ENST00000252244.3
ENSG00000055609	3449356	KMT2C	ENST00000360104.7
ENSG00000284969	3449597	AL049629.2	ENST00000534312.5
ENSG00000189139	3449850	FSCB	ENST00000340446.4
ENSG00000118855	3449914	MFSD1	ENST00000486568.5
ENSG00000067715	3450159	SYT1	ENST00000393240.7
ENSG00000163273	3450366	NPPC	ENST00000409852.1
ENSG00000154529	3450543	CNTNAP3B	ENST00000612828.4
ENSG00000164266	3450787	SPINK1	ENST00000296695.9
ENSG00000239642	3451031	MEIKIN	ENST00000439905.5
ENSG00000136560	3451097	TANK	ENST00000259075.6
ENSG00000165633	3451341	VSTM4	ENST00000332853.8
ENSG00000158106	3451541	RHPN1	ENST00000289013.10
ENSG00000174776	3451787	WDR49	ENST00000308378.7
ENSG00000205363	3451919	INSYN1	ENST00000569673.2
ENSG00000213759	3452189	UGT2B11	ENST00000446444.1
ENSG00000165457	3452273	FOLR2	ENST00000449475.6
ENSG00000196544	3452338	BORCS6	ENST00000389017.5
ENSG00000273859	3452583	RASSF7	ENST00000631421.1
ENSG00000284741	3452828	PDE11A	ENST00000358450.8
ENSG00000250120	3452894	PCDHA10	ENST00000562220.2
ENSG00000150401	3453139	DCUN1D2	ENST00000375403.6
ENSG00000214042	3453386	IFNA7	ENST00000239347.3
ENSG00000168301	3453451	KCTD6	ENST00000404589.7
ENSG00000241489	3453693	AC244197.3	ENST00000422081.6
ENSG00000039123	3453949	MTREX	ENST00000230640.9
ENSG00000067113	3454193	PLPP1	ENST00000264775.9
ENSG00000118094	3454438	TREH	ENST00000264029.8
ENSG00000130147	3454686	SH3BP4	ENST00000392011.6
ENSG00000055130	3454930	CUL1	ENST00000409469.5
ENSG00000274474	3455173	YWHAE	ENST00000627231.2
ENSG00000158966	3455415	CACHD1	ENST00000290039.5
ENSG00000151623	3455659	NR3C2	ENST00000344721.8
ENSG00000156103	3455905	MMP16	ENST00000286614.10
ENSG00000124570	3455988	SERPINB6	ENST00000643314.1
ENSG00000138623	3456234	SEMA7A	ENST00000261918.9
ENSG00000101444	3456485	AHCY	ENST00000217426.6
ENSG00000136854	3456729	STXBP1	ENST00000637521.2
ENSG00000155275	3456975	TRMT44	ENST00000532937.1
ENSG00000180901	3457218	KCTD2	ENST00000579242.5
ENSG00000163322	3457461	ABRAXAS1	ENST00000321945.11
ENSG00000171596	3457711	NMUR1	ENST00000305141.4
ENSG00000168843	3457909	FSTL5	ENST00000306100.9
ENSG00000168874	3457974	ATOH8	ENST00000469442.5
ENSG00000172831	3458167	CES2	ENST00000417689.5
ENSG00000104679	3458411	R3HCC1	ENST00000517633.5
ENSG00000273884	3458656	LILRA3	ENST00000615652.4
ENSG00000139835	3458722	GRTP1	ENST00000375431.8
ENSG00000109181	3458965	UGT2B10	ENST00000265403.11
ENSG00000136271	3459082	DDX56	ENST00000258772.9
ENSG00000140526	3459327	ABHD2	ENST00000569411.5
ENSG00000114200	3459571	BCHE	ENST00000264381.7
ENSG00000112304	3459667	ACOT13	ENST00000230048.4
ENSG00000173838	3459913	MARCH10	ENST00000582358.1
ENSG00000110400	3460093	NECTIN1	ENST00000531468.1
ENSG00000177324	3460338	BEND2	ENST00000380033.8
ENSG00000197888	3460504	UGT2B17	ENST00000317746.2
ENSG00000137198	3460711	GMPR	ENST00000259727.4
ENSG00000197978	3460953	GOLGA6L9	ENST00000558668.1
ENSG00000184924	3461211	PTRHD1	ENST00000328379.5
ENSG00000174695	3461457	TMEM167A	ENST00000502346.1
ENSG00000126950	3461704	TMEM35A	ENST00000372930.4
ENSG00000198286	3461947	CARD11	ENST00000396946.8
ENSG00000179403	3462189	VWA1	ENST00000495558.1
ENSG00000127220	3462430	ABHD8	ENST00000247706.3
ENSG00000173237	3462673	C11orf86	ENST00000308963.4
ENSG00000149972	3462921	CNTN5	ENST00000525047.1
ENSG00000090686	3462986	USP48	ENST00000308271.13
ENSG00000095564	3463231	BTAF1	ENST00000265990.10
ENSG00000110048	3463476	OSBP	ENST00000263847.5
ENSG00000047849	3463719	MAP4	ENST00000429422.5
ENSG00000064961	3463963	HMG20B	ENST00000416526.5
ENSG00000278613	3464209	NAIP	ENST00000612328.4
ENSG00000167861	3464461	HID1	ENST00000532395.5
ENSG00000206378	3464703	SLC44A4	ENST00000383379.8
ENSG00000115825	3464954	PRKD3	ENST00000379066.5
ENSG00000213619	3465202	NDUFS3	ENST00000533507.5
ENSG00000128242	3465447	GAL3ST1	ENST00000406955.5
ENSG00000122912	3465694	SLC25A16	ENST00000439904.3
ENSG00000134588	3465942	USP26	ENST00000370832.1
ENSG00000181408	3466108	UTS2R	ENST00000313135.3
ENSG00000116044	3466173	NFE2L2	ENST00000458603.1
ENSG00000114446	3466418	IFT57	ENST00000264538.3
ENSG00000164967	3466663	RPP25L	ENST00000378959.8
ENSG00000278776	3466908	AC171558.6	ENST00000612201.1
ENSG00000062716	3466978	VMP1	ENST00000588915.1
ENSG00000140326	3467221	CDAN1	ENST00000356231.4
ENSG00000285816	3467465	AP000944.2	ENST00000649896.1
ENSG00000204421	3467722	LY6G6C	ENST00000495859.1
ENSG00000164168	3467948	TMEM184C	ENST00000296582.7
ENSG00000128512	3468195	DOCK4	ENST00000423057.6
ENSG00000129048	3468452	ACKR4	ENST00000249887.2
ENSG00000149100	3468704	EIF3M	ENST00000531921.5
ENSG00000178605	3468947	GTPBP6	ENST00000485332.7
ENSG00000206422	3469193	LRRC30	ENST00000383467.2
ENSG00000183960	3469259	KCNH8	ENST00000328405.6
ENSG00000184378	3469501	ACTRT3	ENST00000330368.2
ENSG00000262919	3469757	CCNQ	ENST00000576892.7
ENSG00000154025	3470000	SLC5A10	ENST00000317977.10
ENSG00000120500	3470200	ARR3	ENST00000374495.7
ENSG00000106236	3470456	NPTX2	ENST00000265634.3
ENSG00000106803	3470673	SEC61B	ENST00000498603.5
ENSG00000237825	3470917	RGL2	ENST00000492317.5
ENSG00000130701	3471162	RBBP8NL	ENST00000252998.1
ENSG00000134452	3471405	FBH1	ENST00000362091.8
ENSG00000145287	3471646	PLAC8	ENST00000311507.8
ENSG00000173545	3471889	ZNF622	ENST00000308683.2
ENSG00000270885	3472135	RASL10B	ENST00000603017.1
ENSG00000240694	3472359	PNMA2	ENST00000522362.6
ENSG00000235132	3472616	OR2H1	ENST00000436167.5
ENSG00000100987	3472681	VSX1	ENST00000429762.7
ENSG00000273508	3472878	OR2T1	ENST00000611851.1
ENSG00000160117	3472943	ANKLE1	ENST00000404261.8
ENSG00000183323	3473199	CCDC125	ENST00000396496.6
ENSG00000154310	3473446	TNIK	ENST00000436636.6
ENSG00000104760	3473689	FGL1	ENST00000398056.6
ENSG00000101680	3473770	LAMA1	ENST00000389658.3
ENSG00000181649	3474024	PHLDA2	ENST00000314222.4
ENSG00000007216	3474269	SLC13A2	ENST00000444914.7
ENSG00000182405	3474502	PGBD4	ENST00000397766.3
ENSG00000169855	3474757	ROBO1	ENST00000464233.5
ENSG00000075711	3475008	DLG1	ENST00000346964.6
ENSG00000197283	3475248	SYNGAP1	ENST00000637194.1
ENSG00000152601	3475498	MBNL1	ENST00000477171.1
ENSG00000213654	3475742	GPSM3	ENST00000487761.5
ENSG00000157017	3475997	GHRL	ENST00000335542.12
ENSG00000169439	3476207	SDC2	ENST00000302190.8
ENSG00000241910	3476433	HLA-DOB	ENST00000477041.5
ENSG00000165916	3476567	PSMC3	ENST00000602866.5
ENSG00000134575	3476811	ACP2	ENST00000256997.7
ENSG00000047365	3477052	ARAP2	ENST00000503225.5
ENSG00000204634	3477297	TBC1D8	ENST00000376840.8
ENSG00000188613	3477542	NANOS1	ENST00000425699.2
ENSG00000125970	3477797	RALY	ENST00000375114.7
ENSG00000140798	3478041	ABCC12	ENST00000649885.1
ENSG00000285253	3478124	AC090517.4	ENST00000559000.6
ENSG00000154240	3478262	CEP112	ENST00000535342.6
ENSG00000277639	3478512	AC007906.2	ENST00000562178.1
ENSG00000108821	3478765	COL1A1	ENST00000225964.9
ENSG00000175063	3479017	UBE2C	ENST00000356455.8
ENSG00000254402	3479262	LRRC24	ENST00000529415.6
ENSG00000285708	3479488	AC097634.4	ENST00000647725.1
ENSG00000180697	3479642	C3orf22	ENST00000505070.5
ENSG00000186918	3479709	ZNF395	ENST00000344423.9
ENSG00000174358	3479953	SLC6A19	ENST00000515652.5
ENSG00000179152	3480205	TCAIM	ENST00000383746.7
ENSG00000168961	3480446	LGALS9	ENST00000395473.6
ENSG00000172766	3480692	NAA16	ENST00000379406.7
ENSG00000153044	3480939	CENPH	ENST00000283006.6
ENSG00000278243	3481183	TSTA3	ENST00000633885.1
ENSG00000076944	3481428	STXBP2	ENST00000593535.5
ENSG00000091947	3481673	TMEM101	ENST00000589334.5
ENSG00000141068	3481918	KSR1	ENST00000644974.1
ENSG00000162592	3482166	CCDC27	ENST00000636250.1
ENSG00000262145	3482317	ATP23	ENST00000576795.1
ENSG00000152253	3482562	SPC25	ENST00000479309.6
ENSG00000181617	3482804	FDCSP	ENST00000317987.5
ENSG00000148175	3482886	STOM	ENST00000286713.6
ENSG00000282230	3483129	ADAM9	ENST00000632227.1
ENSG00000118046	3483331	STK11	ENST00000585748.2
ENSG00000078900	3483574	TP73	ENST00000378295.8
ENSG00000275272	3483831	YTHDC1	ENST00000615500.4
ENSG00000262024	3484074	TCF20	ENST00000574943.5
ENSG00000177873	3484325	ZNF619	ENST00000314686.9
ENSG00000277439	3484580	GP6	ENST00000612184.4
ENSG00000275214	3484813	IFI27	ENST00000630123.2
ENSG00000136425	3485058	CIB2	ENST00000258930.7
ENSG00000150477	3485302	KIAA1328	ENST00000592611.5
ENSG00000173852	3485548	DPY19L1	ENST00000638088.1
ENSG00000134107	3485794	BHLHE40	ENST00000256495.3
ENSG00000172123	3486040	SLFN12	ENST00000394562.5
ENSG00000108370	3486281	RGS9	ENST00000638125.1
ENSG00000164244	3486525	PRRC1	ENST00000296666.12
ENSG00000278646	3486769	AC008162.2	ENST00000613352.1
ENSG00000099625	3486839	CBARP	ENST00000590083.5
ENSG00000110583	3487090	NAA40	ENST00000338447.10
ENSG00000177842	3487334	ZNF620	ENST00000649142.1
ENSG00000140262	3487584	TCF12	ENST00000438423.6
ENSG00000228978	3487826	TNF	ENST00000445232.2
ENSG00000167508	3488046	MVD	ENST00000565149.5
ENSG00000175513	3488287	TSGA10IP	ENST00000532620.5
ENSG00000119655	3488372	NPC2	ENST00000434013.6
ENSG00000079819	3488616	EPB41L2	ENST00000452150.6
ENSG00000143006	3488862	DMRTB1	ENST00000371445.3
ENSG00000007047	3489026	MARK4	ENST00000587566.5
ENSG00000175485	3489270	OR52W1	ENST00000311352.2
ENSG00000261611	3489336	AC010547.4	ENST00000561908.1
ENSG00000136040	3489582	PLXNC1	ENST00000258526.8
ENSG00000105618	3489822	PRPF31	ENST00000321030.8
ENSG00000175718	3490067	RBMXL3	ENST00000424776.4
ENSG00000169372	3490133	CRADD	ENST00000552983.5
ENSG00000276180	3490376	HIST1H4I	ENST00000615353.1
ENSG00000213937	3490624	CLDN9	ENST00000445369.2
ENSG00000105619	3490873	TFPT	ENST00000391759.5
ENSG00000171466	3491116	ZNF562	ENST00000293648.8
ENSG00000177181	3491362	RIMKLA	ENST00000410070.6
ENSG00000235106	3491611	BRD3OS	ENST00000603928.2
ENSG00000125848	3491855	FLRT3	ENST00000378053.3
ENSG00000180386	3492105	KRTAP9-7	ENST00000391354.1
ENSG00000232957	3492173	HLA-DOA	ENST00000426685.2
ENSG00000170909	3492377	OSCAR	ENST00000391761.5
ENSG00000241595	3492570	KRTAP9-4	ENST00000334109.3
ENSG00000244537	3492638	KRTAP4-2	ENST00000377726.2
ENSG00000139233	3492706	LLPH	ENST00000266604.6
ENSG00000089356	3492950	FXYD3	ENST00000604404.5
ENSG00000230907	3493195	FKBPL	ENST00000425378.2
ENSG00000108511	3493439	HOXB6	ENST00000484302.3
ENSG00000129749	3493684	CHRNA10	ENST00000250699.2
ENSG00000105711	3493942	SCN1B	ENST00000262631.10
ENSG00000166024	3494186	R3HCC1L	ENST00000298999.7
ENSG00000204887	3494432	KRTAP1-4	ENST00000377747.4
ENSG00000221880	3494500	KRTAP1-3	ENST00000344363.6
ENSG00000197102	3494584	DYNC1H1	ENST00000360184.9
ENSG00000175581	3494831	MRPL48	ENST00000310614.11
ENSG00000162402	3495077	USP24	ENST00000294383.6
ENSG00000151468	3495322	CCDC3	ENST00000378825.4
ENSG00000111799	3495566	COL12A1	ENST00000425443.6
ENSG00000011007	3495782	ELOA	ENST00000418390.6
ENSG00000116793	3496025	PHTF1	ENST00000474926.5
ENSG00000204560	3496270	DHX16	ENST00000376437.9
ENSG00000182687	3496518	GALR2	ENST00000329003.3
ENSG00000145945	3496714	FAM50B	ENST00000648326.1
ENSG00000116133	3496960	DHCR24	ENST00000649007.1
ENSG00000168453	3497203	HR	ENST00000381418.8
ENSG00000159899	3497444	NPR2	ENST00000342694.6
ENSG00000112343	3497687	TRIM38	ENST00000357085.4
ENSG00000111731	3497932	C2CD5	ENST00000333957.8
ENSG00000268193	3498176	AC002985.1	ENST00000596918.5
ENSG00000151062	3498421	CACNA2D4	ENST00000382722.9
ENSG00000109927	3498681	TECTA	ENST00000392793.5
ENSG00000257594	3498933	GALNT4	ENST00000529983.2
ENSG00000186919	3499179	ZACN	ENST00000591500.1
ENSG00000198028	3499423	ZNF560	ENST00000301480.4
ENSG00000121851	3499571	POLR3GL	ENST00000622508.4
ENSG00000205659	3499818	LIN52	ENST00000555028.5
ENSG00000186105	3500065	LRRC70	ENST00000334994.5
ENSG00000281287	3500277	AP000350.12	ENST00000626965.1
ENSG00000155229	3500396	MMS19	ENST00000444411.5
ENSG00000171793	3500641	CTPS1	ENST00000372621.8
ENSG00000242498	3500885	ARPIN	ENST00000357484.9
ENSG00000100629	3501130	CEP128	ENST00000554502.5
ENSG00000099949	3501383	LZTR1	ENST00000215739.12
ENSG00000100612	3501629	DHRS7	ENST00000216500.9
ENSG00000166145	3501870	SPINT1	ENST00000562057.5
ENSG00000251192	3502116	ZNF674	ENST00000523374.5
ENSG00000174652	3502369	ZNF266	ENST00000592904.6
ENSG00000149177	3502615	PTPRJ	ENST00000418331.6
ENSG00000140750	3502860	ARHGAP17	ENST00000289968.10
ENSG00000063978	3503107	RNF4	ENST00000503659.5
ENSG00000233911	3503351	POU5F1	ENST00000496130.1
ENSG00000145901	3503577	TNIP1	ENST00000520931.5
ENSG00000111647	3503822	UHRF1BP1L	ENST00000548712.5
ENSG00000121933	3504071	TMIGD3	ENST00000442484.2
ENSG00000132518	3504186	GUCY2D	ENST00000254854.4
ENSG00000100413	3504437	POLR3H	ENST00000355209.8
ENSG00000171303	3504683	KCNK3	ENST00000302909.3
ENSG00000155252	3504919	PI4K2A	ENST00000370631.3
ENSG00000105849	3505157	TWISTNB	ENST00000222567.5
ENSG00000142273	3505406	CBLC	ENST00000270279.7
ENSG00000171853	3505648	TRAPPC12	ENST00000382110.6
ENSG00000138593	3505896	SECISBP2L	ENST00000561428.1
ENSG00000169760	3506145	NLGN1	ENST00000423427.1
ENSG00000121797	3506289	CCRL2	ENST00000399036.3
ENSG00000005801	3506531	ZNF195	ENST00000528796.5
ENSG00000197063	3506777	MAFG	ENST00000357736.8
ENSG00000111490	3507019	TBC1D30	ENST00000544190.6
ENSG00000108433	3507269	GOSR2	ENST00000640608.1
