ProbeID	Ptr	Name	Description
ENSG00000243635	5713834	AC091804.1	ENST00000486888.1
ENSG00000240107	5713904	AC046144.1	ENST00000478559.1
ENSG00000271330	5714041	AC005084.1	ENST00000605160.1
ENSG00000267570	5714111	STK25P1	ENST00000585406.1
ENSG00000260414	5714244	AC138869.1	ENST00000568623.1
ENSG00000272603	5714314	NOP56P1	ENST00000609550.1
ENSG00000272613	5714448	RPL13P	ENST00000608758.1
ENSG00000275598	5714532	AP000484.1	ENST00000620067.1
ENSG00000236614	5714602	ZNF90P2	ENST00000445685.1
ENSG00000228236	5714669	TXNP5	ENST00000441043.2
ENSG00000231660	5714750	RPS8P6	ENST00000426177.1
ENSG00000213885	5714816	RPL13AP7	ENST00000425147.1
ENSG00000260053	5715074	ABCB10P4	ENST00000566803.2
ENSG00000244130	5715142	UBE2Q2P9	ENST00000490086.1
ENSG00000253488	5715210	SINHCAFP3	ENST00000524174.1
ENSG00000260889	5715421	CKBP1	ENST00000565489.1
ENSG00000212695	5715536	AL583805.1	ENST00000391389.3
ENSG00000234360	5715622	AL135790.2	ENST00000437701.1
ENSG00000239350	5715692	AC105265.1	ENST00000479379.2
ENSG00000255445	5715762	AP003072.2	ENST00000527756.1
ENSG00000228551	5715895	SNRPGP9	ENST00000456025.1
ENSG00000260584	5715962	AC142381.2	ENST00000566120.1
ENSG00000215283	5716032	HMGB3P24	ENST00000433260.1
ENSG00000242609	5716198	AC105265.2	ENST00000467189.1
ENSG00000226298	5716268	RAD23BP3	ENST00000454157.1
ENSG00000278381	5716336	AL050303.3	ENST00000613704.1
ENSG00000227874	5716406	GRAMD4P1	ENST00000435181.1
ENSG00000230132	5716474	AC006457.1	ENST00000420733.1
ENSG00000214319	5716544	CXADRP1	ENST00000398098.2
ENSG00000236608	5716611	EIF4A1P6	ENST00000448133.1
ENSG00000214535	5716679	RPS15AP1	ENST00000457423.1
ENSG00000164740	5716843	SEPT7P5	ENST00000434048.1
ENSG00000234529	5716910	GAPDHP19	ENST00000431768.2
ENSG00000233292	5716978	AL513533.1	ENST00000453728.1
ENSG00000241120	5717048	HMGN1P8	ENST00000463578.1
ENSG00000271711	5717177	AC069236.1	ENST00000604339.1
ENSG00000273692	5717247	AL050303.2	ENST00000619798.1
ENSG00000220937	5717317	HNRNPA1P41	ENST00000397777.3
ENSG00000229231	5717387	FEM1AP1	ENST00000431297.1
ENSG00000248308	5717454	AC138938.1	ENST00000515431.1
ENSG00000173231	5717524	TERF1P1	ENST00000311003.6
ENSG00000240674	5717591	AC106872.2	ENST00000494303.1
ENSG00000250430	5717709	AC106872.8	ENST00000507651.1
ENSG00000276623	5717796	AC106872.12	ENST00000622170.1
ENSG00000232797	5717882	FAM207CP	ENST00000443486.1
ENSG00000266373	5717950	AP002472.1	ENST00000577490.1
ENSG00000250933	5718020	GAPDHP66	ENST00000509132.1
ENSG00000223951	5718088	AL133244.1	ENST00000456007.1
ENSG00000280865	5718158	AC233280.8	ENST00000626432.1
ENSG00000235507	5718415	ZDHHC20P1	ENST00000446512.1
ENSG00000241942	5718599	RPS20P20	ENST00000460498.2
ENSG00000213783	5718667	RPL35P4	ENST00000446039.2
ENSG00000236890	5718734	AC016027.5	ENST00000427227.2
ENSG00000225225	5718913	ARL2BPP10	ENST00000446487.1
ENSG00000253801	5718982	AC010376.1	ENST00000522101.2
ENSG00000213891	5719052	RPL3P6	ENST00000474162.1
ENSG00000232376	5719187	LYPLA2P1	ENST00000442624.1
ENSG00000253543	5719255	AC083923.1	ENST00000523708.1
ENSG00000249285	5719373	AC114981.1	ENST00000503897.1
ENSG00000181705	5719443	AL596028.1	ENST00000326971.2
ENSG00000251643	5719513	AC093763.2	ENST00000505334.1
ENSG00000215381	5719583	AL109936.1	ENST00000442089.1
ENSG00000234861	5719669	ATP5F1AP1	ENST00000454088.2
ENSG00000214047	5719738	RPS11P7	ENST00000442125.2
ENSG00000274502	5719805	ANKRD20A6P	ENST00000618763.1
ENSG00000223455	5719891	AL355298.1	ENST00000425391.1
ENSG00000236580	5719961	AC073626.2	ENST00000449443.1
ENSG00000215874	5720031	CAPNS1P1	ENST00000401029.3
ENSG00000237456	5720099	AC104849.1	ENST00000462623.1
ENSG00000230949	5720169	ZNF70P1	ENST00000413028.1
ENSG00000270759	5720236	AC091810.1	ENST00000603131.1
ENSG00000253580	5720306	TRMT10BP1	ENST00000519377.1
ENSG00000267428	5720392	AC091135.1	ENST00000585943.1
ENSG00000231288	5720462	RPL32P1	ENST00000436579.1
ENSG00000255540	5720529	AP003122.5	ENST00000527668.1
ENSG00000231018	5720599	EIF4A1P3	ENST00000411521.1
ENSG00000255763	5720667	MRPS18CP4	ENST00000535821.1
ENSG00000232647	5720736	POLR3KP1	ENST00000449146.1
ENSG00000227351	5720804	NANOGP6	ENST00000429190.2
ENSG00000230202	5720871	AL450405.1	ENST00000443998.1
ENSG00000259389	5721036	H3F3AP1	ENST00000559984.2
ENSG00000261866	5721103	AC243312.1	ENST00000570582.2
ENSG00000214549	5721173	SDHCP2	ENST00000398565.2
ENSG00000231568	5721239	AC245047.3	ENST00000429428.1
ENSG00000270584	5721309	AC093813.1	ENST00000605066.1
ENSG00000217227	5721379	AL079341.1	ENST00000404701.1
ENSG00000256021	5721449	ELOCP31	ENST00000540463.1
ENSG00000237207	5721516	RBM17P3	ENST00000417687.2
ENSG00000248674	5721583	RBBP4P6	ENST00000508098.1
ENSG00000229827	5721650	AC093899.1	ENST00000457984.1
ENSG00000231965	5721752	AF131215.1	ENST00000488887.2
ENSG00000227988	5721854	TDGF1P1	ENST00000445734.1
ENSG00000225827	5721921	SFTPA3P	ENST00000446429.1
ENSG00000259505	5721988	AC009268.1	ENST00000561352.1
ENSG00000241067	5722058	RPL17P40	ENST00000400791.4
ENSG00000262082	5722126	AC084033.4	ENST00000573097.1
ENSG00000225137	5722196	DYNC1I2P1	ENST00000435916.1
ENSG00000224414	5722282	AC010886.1	ENST00000437380.1
ENSG00000270292	5722454	AC079880.2	ENST00000603790.1
ENSG00000282023	5722573	AC243913.1	ENST00000633858.1
ENSG00000255058	5722643	PDCL2P2	ENST00000533651.1
ENSG00000244018	5722710	RPL35P6	ENST00000490024.1
ENSG00000234130	5722873	AL359263.1	ENST00000441188.2
ENSG00000236015	5722943	AC011290.2	ENST00000438427.1
ENSG00000249448	5723198	MTCO1P24	ENST00000515438.1
ENSG00000261515	5723384	VN1R70P	ENST00000564064.1
ENSG00000261620	5723451	HMGN2P41	ENST00000569492.1
ENSG00000269383	5723519	AC012493.2	ENST00000595083.2
ENSG00000235310	5723589	GXYLT1P6	ENST00000456472.1
ENSG00000168129	5723657	DHFRP3	ENST00000455595.1
ENSG00000253579	5723723	SUMO2P16	ENST00000519475.1
ENSG00000260685	5723807	AC027104.1	ENST00000563702.1
ENSG00000244159	5723926	RPS27AP13	ENST00000498403.1
ENSG00000234805	5724011	AC090505.1	ENST00000430515.1
ENSG00000234017	5724256	AC022018.1	ENST00000430685.1
ENSG00000234587	5724390	MRPL50P1	ENST00000431951.1
ENSG00000255220	5724458	DDX18P5	ENST00000534547.1
ENSG00000271098	5724542	IMMP1LP3	ENST00000604197.1
ENSG00000264811	5724610	AC138761.2	ENST00000579993.1
ENSG00000260724	5724696	VN1R69P	ENST00000569003.1
ENSG00000213606	5724763	AKR1B10P1	ENST00000425765.1
ENSG00000263725	5724866	FTLP13	ENST00000584393.1
ENSG00000262402	5724932	MCUR1P1	ENST00000573670.1
ENSG00000236972	5725047	FABP5P1	ENST00000423401.1
ENSG00000230706	5725114	AL035246.1	ENST00000433554.2
ENSG00000226448	5725184	RPL7AP51	ENST00000422016.1
ENSG00000239455	5725252	AC074043.1	ENST00000483126.1
ENSG00000274875	5725322	ZNF92P2	ENST00000619010.1
ENSG00000248521	5725389	AC092612.1	ENST00000514501.1
ENSG00000243979	5725476	AC087752.1	ENST00000391360.2
ENSG00000240919	5725617	AC022034.2	ENST00000471393.1
ENSG00000223974	5725687	BNIP3P42	ENST00000454982.1
ENSG00000236783	5725804	RPS15AP27	ENST00000449183.1
ENSG00000249819	5725873	AC112240.1	ENST00000511007.1
ENSG00000254961	5725943	TUBB4BP4	ENST00000527023.1
ENSG00000224618	5726011	AC096921.1	ENST00000411661.1
ENSG00000261153	5726097	AC136428.3	ENST00000566387.2
ENSG00000259844	5726167	GNPATP	ENST00000567548.2
ENSG00000235742	5726233	AC012308.1	ENST00000451232.1
ENSG00000180673	5726303	EXOC5P1	ENST00000510543.1
ENSG00000250249	5726370	AC105313.1	ENST00000509121.2
ENSG00000271052	5726440	AC108738.1	ENST00000603703.1
ENSG00000270222	5726541	DUXAP11	ENST00000603858.1
ENSG00000231916	5726608	AC006033.1	ENST00000440505.1
ENSG00000251596	5726770	HADHAP1	ENST00000514498.1
ENSG00000222024	5726888	AC004945.1	ENST00000416738.1
ENSG00000254216	5726958	AC107952.1	ENST00000524200.1
ENSG00000251366	5727028	DBIP2	ENST00000419076.2
ENSG00000231995	5727093	AL590399.4	ENST00000436561.1
ENSG00000239432	5727243	AF186996.1	ENST00000467186.1
ENSG00000244043	5727313	RPS27P27	ENST00000498779.1
ENSG00000260451	5727381	GEMIN8P2	ENST00000569855.1
ENSG00000231845	5727449	HMGB3P14	ENST00000494195.1
ENSG00000231454	5727566	AL935212.2	ENST00000450729.1
ENSG00000273681	5727636	FAM210CP	ENST00000619084.1
ENSG00000278364	5727704	TRIAP1P1	ENST00000617488.1
ENSG00000239528	5727772	RPS14P8	ENST00000478778.1
ENSG00000233979	5727886	RPL22P21	ENST00000453217.1
ENSG00000235147	5727954	AC128677.1	ENST00000436016.1
ENSG00000234369	5728024	TATDN1P1	ENST00000414123.1
ENSG00000230662	5728109	TNPO1P2	ENST00000426249.1
ENSG00000236280	5728176	AC114737.2	ENST00000421583.1
ENSG00000230237	5728246	AC010975.2	ENST00000427781.1
ENSG00000213542	5728316	AC007000.1	ENST00000453064.1
ENSG00000244039	5728561	AC008040.3	ENST00000493762.1
ENSG00000271696	5728631	AC023141.13	ENST00000604991.1
ENSG00000273323	5728702	NOP56P1	ENST00000609133.1
ENSG00000250962	5728836	AC090568.1	ENST00000509499.1
ENSG00000264296	5728906	AC090666.1	ENST00000578241.1
ENSG00000274133	5729040	AC083849.1	ENST00000615227.1
ENSG00000219314	5729110	AL034372.1	ENST00000407586.1
ENSG00000225478	5729180	AL031737.1	ENST00000450125.2
ENSG00000224210	5729250	TRIM60P5Y	ENST00000413946.1
ENSG00000233740	5729319	CICP2	ENST00000420675.1
ENSG00000274680	5729384	MYO5BP1	ENST00000610994.1
ENSG00000223412	5729451	SUCLA2P1	ENST00000453635.1
ENSG00000270264	5729519	NDUFB8P2	ENST00000605113.1
ENSG00000240824	5729715	MTND3P7	ENST00000474435.1
ENSG00000267182	5729839	SNRPCP20	ENST00000588011.1
ENSG00000234743	5729907	EIF5AP4	ENST00000441206.1
ENSG00000234239	5730006	CFL1P8	ENST00000436148.1
ENSG00000251135	5730072	AC008565.1	ENST00000509046.2
ENSG00000232664	5730142	LARP1BP3	ENST00000437229.2
ENSG00000226114	5730210	NDUFB4P5	ENST00000415445.1
ENSG00000277914	5730278	DDX6P2	ENST00000619520.1
ENSG00000234417	5730344	AL662831.1	ENST00000456521.1
ENSG00000232095	5730414	UBQLN1P1	ENST00000421654.1
ENSG00000254376	5730482	SOX5P1	ENST00000524155.2
ENSG00000233476	5730548	EEF1A1P6	ENST00000434005.1
ENSG00000213785	5730787	AKR1B1P3	ENST00000525311.1
ENSG00000226050	5730855	USP8P1	ENST00000445362.1
ENSG00000235211	5730939	TMSB10P2	ENST00000416049.2
ENSG00000251395	5731007	FTH1P9	ENST00000513251.1
ENSG00000253568	5731073	AC090572.1	ENST00000519251.1
ENSG00000279213	5731143	SNX18P10	ENST00000625014.1
ENSG00000227523	5731227	RPS20P15	ENST00000412792.1
ENSG00000266003	5731295	AC109315.1	ENST00000584143.1
ENSG00000270400	5731365	AL512782.1	ENST00000603093.1
ENSG00000237099	5731435	GYG1P2	ENST00000426437.1
ENSG00000236217	5731501	C1DP2	ENST00000418167.2
ENSG00000213683	5731566	AC002056.1	ENST00000395613.2
ENSG00000254759	5731670	NAP1L1P1	ENST00000524793.1
ENSG00000214612	5731872	RPS19P1	ENST00000415286.1
ENSG00000233347	5732035	ERP29P1	ENST00000442902.1
ENSG00000227134	5732169	AC093084.1	ENST00000424233.1
ENSG00000242993	5732255	AP000870.1	ENST00000472927.1
ENSG00000249312	5732325	ARL2BPP4	ENST00000506854.1
ENSG00000277509	5732393	AC099669.1	ENST00000616549.1
ENSG00000254678	5732463	AP005018.1	ENST00000525475.1
ENSG00000229492	5732564	FO681548.1	ENST00000455617.1
ENSG00000234043	5732651	NUDT9P1	ENST00000477230.1
ENSG00000255163	5732820	HSPE1P18	ENST00000517602.2
ENSG00000226299	5732920	RPSAP62	ENST00000432596.2
ENSG00000231508	5732987	RPL34P20	ENST00000442771.1
ENSG00000253840	5733071	AC044836.1	ENST00000519514.1
ENSG00000214321	5733141	CBX1P4	ENST00000439415.1
ENSG00000271207	5733207	MTCO1P22	ENST00000604619.1
ENSG00000271437	5733326	AL356423.1	ENST00000604953.1
ENSG00000241103	5733412	AC109925.1	ENST00000478069.1
ENSG00000236712	5733482	AC079448.1	ENST00000449377.1
ENSG00000260326	5733584	PHBP21	ENST00000562636.1
ENSG00000254954	5733667	SLC2A13P1	ENST00000531560.1
ENSG00000227097	5733736	RPS28P7	ENST00000473748.1
ENSG00000237828	5733983	PA2G4P1	ENST00000442248.1
ENSG00000232798	5734098	CR769767.1	ENST00000436337.1
ENSG00000263177	5734168	MTND1P8	ENST00000571424.1
ENSG00000229394	5734268	ZNF70P1	ENST00000412392.1
ENSG00000267315	5734335	AC060766.3	ENST00000591442.1
ENSG00000250859	5734405	HNRNPKP1	ENST00000510896.1
ENSG00000249577	5734490	AC010424.1	ENST00000506336.1
ENSG00000238162	5734560	AC009237.11	ENST00000425635.1
ENSG00000229057	5734631	RPS3AP54	ENST00000435535.1
ENSG00000239570	5734765	SETP11	ENST00000473027.1
ENSG00000271624	5734831	AP004372.1	ENST00000604842.1
ENSG00000238259	5734901	AC067940.1	ENST00000458411.1
ENSG00000223349	5734971	KLF2P3	ENST00000451977.1
ENSG00000232101	5735037	AC108059.2	ENST00000434626.1
ENSG00000267609	5735107	SNX33P1	ENST00000592116.2
ENSG00000230650	5735174	AC140479.2	ENST00000421567.1
ENSG00000231471	5735431	HMGN2P34	ENST00000437647.1
ENSG00000239200	5735499	RPL22P20	ENST00000484916.1
ENSG00000230101	5735567	TUBB3P2	ENST00000480063.1
ENSG00000226964	5735634	RHEBP2	ENST00000450289.1
ENSG00000253495	5735812	CYCSP23	ENST00000519781.1
ENSG00000229865	5735879	RPL31P54	ENST00000429803.1
ENSG00000214743	5735947	MRPS5P3	ENST00000515577.1
ENSG00000250080	5736014	AC011416.1	ENST00000514947.1
ENSG00000270699	5736084	AC012493.3	ENST00000604494.1
ENSG00000237032	5736154	RPSAP7	ENST00000456871.1
ENSG00000259461	5736220	ANP32BP3	ENST00000559213.1
ENSG00000232786	5736305	TIMM9P3	ENST00000428659.1
ENSG00000231361	5736372	RPS29P23	ENST00000458635.1
ENSG00000256293	5736440	AC135279.2	ENST00000545001.2
ENSG00000254182	5736510	AC106038.2	ENST00000520706.1
ENSG00000213747	5736580	AL627390.1	ENST00000396055.2
ENSG00000264359	5736650	NEK4P2	ENST00000580004.1
ENSG00000256346	5736716	AC092470.1	ENST00000546187.1
ENSG00000255295	5736786	AP002404.1	ENST00000532005.1
ENSG00000227337	5736856	RPL23AP43	ENST00000446445.1
ENSG00000233197	5736957	TMEM256P1	ENST00000430550.1
ENSG00000269153	5737026	LYPLA2P2	ENST00000600506.1
ENSG00000229759	5737128	MRPS18AP1	ENST00000414458.1
ENSG00000229662	5737308	AC245047.2	ENST00000441060.2
ENSG00000226553	5737378	AC018735.1	ENST00000437208.1
ENSG00000224252	5737448	AC113618.1	ENST00000416747.1
ENSG00000237345	5737518	AC245047.6	ENST00000445444.1
ENSG00000248396	5737588	TOMM22P4	ENST00000511318.1
ENSG00000234421	5737656	SLC25A5P4	ENST00000418448.1
ENSG00000276204	5737725	BX005195.1	ENST00000618097.1
ENSG00000239763	5737843	AC009120.1	ENST00000493458.2
ENSG00000225404	5738053	RPL26P34	ENST00000431005.2
ENSG00000240760	5738121	RPL31P56	ENST00000491087.1
ENSG00000228227	5738189	PAIP1P1	ENST00000415446.1
ENSG00000236187	5738372	GJA6P	ENST00000415117.1
ENSG00000234784	5738437	AL606517.2	ENST00000442855.2
ENSG00000136149	5738507	RPL13AP25	ENST00000484130.1
ENSG00000280075	5738718	AC018692.3	ENST00000623929.1
ENSG00000250515	5738788	AC116353.3	ENST00000511215.1
ENSG00000270200	5738858	AC005229.3	ENST00000603438.1
ENSG00000213209	5738928	AC005229.1	ENST00000392885.2
ENSG00000273849	5738998	SDR42E1P4	ENST00000620894.1
ENSG00000276894	5739067	RAB28P4	ENST00000622233.1
ENSG00000224486	5739134	AL662795.1	ENST00000448756.1
ENSG00000253612	5739204	WBP1LP3	ENST00000523033.1
ENSG00000262488	5739271	AC133065.2	ENST00000577174.1
ENSG00000227008	5739357	AL009174.1	ENST00000426577.1
ENSG00000162840	5739491	MT2P1	ENST00000262499.5
ENSG00000271214	5739572	AL138895.2	ENST00000603019.1
ENSG00000240669	5739642	AC023424.1	ENST00000496058.1
ENSG00000213778	5739712	HNRNPA1P32	ENST00000396326.2
ENSG00000213659	5739782	RSU1P3	ENST00000412878.2
ENSG00000224760	5739848	C1DP3	ENST00000455013.2
ENSG00000214820	5739913	MPRIPP1	ENST00000452433.1
ENSG00000227401	5740063	RPL37P1	ENST00000432310.1
ENSG00000225304	5740256	AC106901.1	ENST00000425086.1
ENSG00000214434	5740326	NIFKP1	ENST00000398317.2
ENSG00000226810	5740392	AC112198.1	ENST00000505369.1
ENSG00000267497	5740462	NFE2L3P1	ENST00000588207.1
ENSG00000281153	5740681	AC136352.5	ENST00000630605.1
ENSG00000231344	5740751	AL020997.1	ENST00000446554.1
ENSG00000229265	5740962	USP8P1	ENST00000415606.1
ENSG00000239483	5741046	RPS15AP16	ENST00000472521.1
ENSG00000257751	5741177	AL512310.5	ENST00000551999.2
ENSG00000240167	5741247	RPS7P7	ENST00000463499.1
ENSG00000249863	5741329	AC021106.1	ENST00000509020.2
ENSG00000227873	5741559	Z93242.2	ENST00000445666.1
ENSG00000271195	5741643	AC018618.2	ENST00000604770.1
ENSG00000259440	5741713	NPM1P43	ENST00000558669.2
ENSG00000270889	5741780	AC087072.1	ENST00000603727.1
ENSG00000215006	5741850	CHCHD2P2	ENST00000503744.1
ENSG00000232305	5741934	CLCP1	ENST00000455251.1
ENSG00000243877	5741999	HMGB1P38	ENST00000490557.1
ENSG00000270980	5742067	AC060764.1	ENST00000603811.1
ENSG00000267471	5742137	AC005771.1	ENST00000585581.1
ENSG00000270388	5742207	MTCO3P22	ENST00000603219.1
ENSG00000271480	5742320	MTND3P19	ENST00000603825.1
ENSG00000240416	5742388	CYCSP20	ENST00000473154.1
ENSG00000228002	5742455	DHX9P1	ENST00000436565.2
ENSG00000225846	5742537	AC112719.1	ENST00000477971.3
ENSG00000248466	5742623	AC098827.1	ENST00000514630.1
ENSG00000232433	5742693	GXYLT1P3	ENST00000453058.2
ENSG00000227069	5742778	CNN2P2	ENST00000443536.1
ENSG00000250569	5742920	NTAN1P2	ENST00000515730.1
ENSG00000253413	5743147	AC107934.1	ENST00000522215.1
ENSG00000215467	5743217	RPL27AP	ENST00000358609.4
ENSG00000270677	5743284	AC007363.1	ENST00000604736.1
ENSG00000232383	5743354	AC010677.1	ENST00000441690.1
ENSG00000241088	5743440	RPL17P44	ENST00000475372.2
ENSG00000227259	5743508	HMGN2P22	ENST00000427588.2
ENSG00000271346	5743576	AC008162.1	ENST00000604718.1
ENSG00000237554	5743646	RPL7AP7	ENST00000430506.1
ENSG00000260689	5743730	HNRNPA3P11	ENST00000564298.2
ENSG00000263505	5743800	AP005265.1	ENST00000584914.1
ENSG00000226034	5743870	NANOGNBP1	ENST00000448444.2
ENSG00000236035	5743939	AL513343.1	ENST00000451818.2
ENSG00000257121	5744043	AC126615.2	ENST00000553003.1
ENSG00000258769	5744177	RAP1AP	ENST00000554629.1
ENSG00000213133	5744259	PPP1R14BP5	ENST00000440334.2
ENSG00000213250	5744329	RBMS2P1	ENST00000525031.2
ENSG00000233544	5744396	EIF3KP2	ENST00000415266.1
ENSG00000235656	5744480	RPL36P18	ENST00000419316.1
ENSG00000186076	5744548	AC012085.1	ENST00000548270.1
ENSG00000260211	5744650	AC139426.1	ENST00000568218.2
ENSG00000226773	5744720	AL663109.1	ENST00000411498.1
ENSG00000235811	5744790	AL691482.2	ENST00000457453.1
ENSG00000248777	5744860	AC006499.1	ENST00000511870.1
ENSG00000275862	5744930	AC008622.3	ENST00000621170.1
ENSG00000230502	5745000	AL953862.1	ENST00000423016.1
ENSG00000227436	5745070	FCF1P1	ENST00000432690.1
ENSG00000250747	5745153	AC116345.2	ENST00000512837.1
ENSG00000259467	5745223	NDUFAF4P1	ENST00000559425.1
ENSG00000232499	5745340	AL391058.1	ENST00000424736.2
ENSG00000227644	5745493	HIGD1AP11	ENST00000438361.2
ENSG00000242135	5745562	RPL17P2	ENST00000491913.2
ENSG00000244052	5745629	RPL5P24	ENST00000463742.1
ENSG00000230851	5745746	AP006294.1	ENST00000415407.1
ENSG00000238145	5745816	AL731892.1	ENST00000437364.2
ENSG00000215120	5745903	AL590763.1	ENST00000398297.2
ENSG00000240359	5745990	UBL5P3	ENST00000475112.1
ENSG00000227707	5746056	SDAD1P3	ENST00000427380.1
ENSG00000248877	5746123	PGBD4P4	ENST00000509673.2
ENSG00000231747	5746190	AC079922.1	ENST00000443291.1
ENSG00000213752	5746276	AL008718.1	ENST00000445867.1
ENSG00000231984	5746346	AL596266.1	ENST00000448132.1
ENSG00000228190	5746416	RPL23AP16	ENST00000441715.2
ENSG00000251229	5746501	AL645924.2	ENST00000508865.1
ENSG00000264236	5746735	AC096708.1	ENST00000584419.1
ENSG00000231804	5746805	AL353748.1	ENST00000440753.1
ENSG00000213559	5746907	HNRNPA1P64	ENST00000411674.2
ENSG00000248305	5746977	AC105416.1	ENST00000506991.1
ENSG00000270614	5747047	AC011451.2	ENST00000604303.1
ENSG00000213432	5747167	RPL17P34	ENST00000394133.2
ENSG00000237936	5747315	AL353093.1	ENST00000441292.1
ENSG00000223495	5747385	AC239859.2	ENST00000444165.1
ENSG00000237645	5747471	AC092967.1	ENST00000449016.1
ENSG00000232240	5747541	AL356387.2	ENST00000422272.2
ENSG00000236998	5747611	AL354794.2	ENST00000424795.2
ENSG00000266613	5747781	RFWD2P1	ENST00000579008.1
ENSG00000220326	5747848	AL603865.2	ENST00000401679.2
ENSG00000258917	5747918	ZMYND19P1	ENST00000554267.1
ENSG00000242670	5748037	RPL22P13	ENST00000493291.1
ENSG00000258734	5748105	AL049873.2	ENST00000555790.2
ENSG00000244061	5748175	AC093278.1	ENST00000494700.1
ENSG00000223693	5748294	SUCLA2P1	ENST00000422122.1
ENSG00000224680	5748362	PLA2G12AP1	ENST00000497678.2
ENSG00000242692	5748608	RPS27AP1	ENST00000475545.1
ENSG00000234528	5748707	SUMO2P1	ENST00000414746.1
ENSG00000251313	5748791	AC073648.4	ENST00000442655.2
ENSG00000216718	5748878	AL024509.2	ENST00000493462.2
ENSG00000237663	5748964	DNAJC19P7	ENST00000428811.2
ENSG00000229079	5749033	CR848007.2	ENST00000424918.1
ENSG00000232582	5749103	AC234771.3	ENST00000454984.1
ENSG00000231152	5749173	MTND2P15	ENST00000418575.1
ENSG00000243844	5749241	RPL17P33	ENST00000498256.1
ENSG00000237415	5749325	NRBF2P3	ENST00000432731.2
ENSG00000237679	5749392	VDAC1P11	ENST00000458323.2
ENSG00000184111	5749460	RPL11P4	ENST00000332269.6
ENSG00000268234	5749527	FKBP4P6	ENST00000457486.2
ENSG00000270382	5749594	AL109918.2	ENST00000605188.1
ENSG00000276277	5749664	AL445584.3	ENST00000617173.1
ENSG00000214930	5749734	KRT8P6	ENST00000399259.2
ENSG00000183981	5749800	MAGEA13P	ENST00000418272.1
ENSG00000262636	5749868	AC099489.2	ENST00000574976.1
ENSG00000228286	5749954	AP000593.2	ENST00000542775.1
ENSG00000270723	5750040	RPL23AP92	ENST00000603609.1
ENSG00000234448	5750125	AL606490.7	ENST00000433136.1
ENSG00000281971	5750195	HOMER2P1	ENST00000632737.1
ENSG00000213293	5750263	AC012618.1	ENST00000461223.1
ENSG00000216444	5750333	RAET1M	ENST00000405282.1
ENSG00000214810	5750399	CYCSP55	ENST00000399027.3
ENSG00000227187	5750466	AC007435.1	ENST00000421086.1
ENSG00000253657	5750536	AC022634.1	ENST00000520765.1
ENSG00000230187	5750606	AL139109.1	ENST00000455491.1
ENSG00000231137	5750676	RBM22P5	ENST00000449536.1
ENSG00000270747	5750743	AL606490.9	ENST00000603331.1
ENSG00000225055	5750813	AL606490.1	ENST00000452266.1
ENSG00000240366	5750883	RPL36AP45	ENST00000497944.1
ENSG00000248376	5751031	AC112698.1	ENST00000510299.2
ENSG00000253384	5751101	AC124242.2	ENST00000517431.1
ENSG00000225238	5751334	Z93015.1	ENST00000451718.1
ENSG00000248577	5751402	AC091435.1	ENST00000505442.1
ENSG00000243720	5751472	RPL21P127	ENST00000490908.1
ENSG00000257005	5751541	AC027667.1	ENST00000545814.1
ENSG00000248444	5751611	HNRNPA1P65	ENST00000508873.1
ENSG00000249256	5751698	ATP5MGP3	ENST00000514223.2
ENSG00000217330	5751782	SSXP10	ENST00000402595.1
ENSG00000276647	5751848	KRTAP12-6P	ENST00000617417.1
ENSG00000249518	5751918	AC011352.2	ENST00000514574.1
ENSG00000228489	5752005	RPL21P50	ENST00000417698.1
ENSG00000229562	5752073	ZFYVE9P1	ENST00000416133.1
ENSG00000282625	5752141	MRPL57P8	ENST00000633440.1
ENSG00000251253	5752209	MTHFD2P4	ENST00000515074.1
ENSG00000270767	5752277	AL356157.2	ENST00000605122.1
ENSG00000237584	5752347	RAC1P4	ENST00000419413.1
ENSG00000230009	5752429	MTCO2P3	ENST00000442543.1
ENSG00000254537	5752496	AL137161.1	ENST00000532231.1
ENSG00000237273	5752661	RSL24D1P8	ENST00000434442.1
ENSG00000236182	5752730	AC009319.1	ENST00000411493.1
ENSG00000223771	5752832	SUMO2P1	ENST00000455040.1
ENSG00000229820	5752916	CR391992.1	ENST00000438601.2
ENSG00000213126	5753018	AC092642.1	ENST00000392417.2
ENSG00000228754	5753088	RPL13AP19	ENST00000434320.1
ENSG00000275310	5753157	AC006158.1	ENST00000610661.1
ENSG00000235541	5753227	KRT18P1	ENST00000446694.1
ENSG00000234788	5753329	HSPA8P3	ENST00000449300.1
ENSG00000249763	5753445	AC114786.1	ENST00000512892.1
ENSG00000239831	5753515	RNF7P1	ENST00000478598.1
ENSG00000259707	5753581	AC105339.4	ENST00000560043.1
ENSG00000248231	5753667	KRT8P4	ENST00000509735.1
ENSG00000236798	5753767	PAIP1P1	ENST00000420521.1
ENSG00000225215	5753950	SMARCE1P1	ENST00000417747.1
ENSG00000251284	5754019	AC111000.5	ENST00000506559.2
ENSG00000236554	5754089	ASNSP3	ENST00000451989.1
ENSG00000275980	5754188	AL390882.1	ENST00000618821.1
ENSG00000237434	5754258	AL512635.1	ENST00000414056.1
ENSG00000277711	5754345	AL591222.3	ENST00000611241.1
ENSG00000271586	5754415	AC011894.1	ENST00000603255.1
ENSG00000270712	5754485	AL591222.2	ENST00000604443.1
ENSG00000177452	5754555	AL161742.1	ENST00000418154.1
